nr,Fibre Volume Fraction,Cut angle ,taverage,waverage,Lnominal,R-value1,smax,Ncycles,f,E,Temp.
1377,55.05,90.0,6.09,24.98,145.0,10.0,-153.34,2.439332693830263,2.73,16.13,27.387671232876706
1378,55.05,90.0,6.06,25.1,145.0,-1.0,46.92,0.7781512503836436,0.84,15.665000000000001,27.387671232876706
1379,55.05,90.0,6.11,25.14,145.0,-1.0,26.95,4.00650882777529,2.54,16.185000000000002,27.6
1380,55.05,90.0,5.98,25.03,145.0,10.0,-153.36,2.6866362692622934,2.73,15.81,27.5
1381,55.05,90.0,6.12,25.07,145.0,10.0,-149.61,2.2329961103921536,2.73,14.98,27.387671232876706
1382,55.05,90.0,6.07,25.12,145.0,-1.0,46.92,2.568201724066995,0.84,15.975,27.387671232876706
1383,55.05,90.0,6.09,25.08,145.0,-1.0,26.95,3.994449137014036,2.54,15.149999999999999,27.387671232876706
1384,55.05,90.0,6.18,25.1,145.0,10.0,-153.35,2.1931245983544616,2.73,15.4,27.387671232876706
1385,55.05,90.0,6.01,25.12,145.0,10.0,-136.84,4.397679353778606,2.73,15.5,27.387671232876706
1386,55.05,90.0,6.31,25.14,145.0,10.0,-136.84,3.714078164981856,2.73,15.52,27.387671232876706
1387,55.05,90.0,6.04,25.13,145.0,10.0,-115.01,6.3829077837185055,3.86,16.61,27.5
1388,55.05,90.0,6.09,25.1,145.0,-1.0,46.93,2.3710678622717363,0.84,14.835,27.387671232876706
1389,55.05,90.0,6.08,25.18,145.0,-1.0,46.93,2.290034611362518,0.84,14.51,27.387671232876706
1390,55.05,90.0,6.0,25.14,145.0,10.0,-114.05,6.193868664274395,4.94,14.91,27.387671232876706
1391,55.05,90.0,6.17,24.99,145.0,-1.0,26.95,4.032659046039924,2.54,15.809999999999999,27.387671232876706
1392,55.05,90.0,6.07,25.06,145.0,10.0,-136.84,4.510531605849078,2.73,16.05,27.387671232876706
1393,55.05,90.0,6.1,25.06,145.0,10.0,-136.84,4.016615547557177,2.73,16.62,27.387671232876706
1394,55.05,90.0,6.17,25.02,145.0,10.0,-181.42,0.0,0.02,15.15,27.387671232876706
1395,55.05,90.0,6.21,24.96,145.0,-1.0,46.92,2.5728716022004803,0.84,15.315000000000001,27.387671232876706
1396,55.05,90.0,6.06,25.13,145.0,0.1,30.0,3.8534548413680665,3.41,32.71769762845849,27.387671232876706
1397,55.05,90.0,6.27,24.97,145.0,-1.0,46.93,2.7363965022766426,0.84,14.760000000000002,27.387671232876706
1623,53.73,90.0,6.29,25.5,145.0,10.0,-31.5,5.731044549070627,3.1,14.52,27.387671232876706
1624,53.73,90.0,6.23,25.52,145.0,-1.0,17.69,6.398843269814454,5.89,14.879999999999999,27.6
1625,53.73,90.0,6.21,25.51,145.0,10.0,-113.86,5.033142177060625,4.96,14.63,27.387671232876706
1626,53.73,90.0,6.27,25.56,145.0,10.0,-113.86,5.177646141838193,4.96,14.93,25.0
1627,53.73,90.0,6.35,25.46,145.0,0.1,30.74,5.162624140307846,3.25,32.71769762845849,21.8
1649,50.87,0.0,3.61,24.85,145.0,0.1,290.94,5.72113186048972,6.19,32.71769762845849,38.0
1650,50.82,0.0,3.67,24.77,145.0,0.1,389.95,4.273325424275121,3.35,32.71769762845849,51.0
1651,50.87,0.0,3.58,24.83,145.0,0.1,293.17,5.726819272957204,6.19,32.71769762845849,27.387671232876706
1652,50.87,0.0,3.63,24.86,145.0,0.1,394.24,4.3437432950100945,3.35,32.71769762845849,27.387671232876706
1653,50.87,0.0,3.6,24.93,145.0,0.1,291.92,5.407016791185454,6.19,32.71769762845849,27.387671232876706
1654,50.82,0.0,3.58,24.74,145.0,0.1,399.91,4.45638121798532,3.35,32.71769762845849,27.387671232876706
1655,50.82,0.0,3.64,24.85,145.0,0.1,496.5,3.570776368794748,2.09,32.71769762845849,49.0
1656,50.82,0.0,3.68,24.75,145.0,0.1,492.41,3.401745082237063,2.09,32.71769762845849,27.387671232876706
1657,50.82,0.0,3.62,24.8,145.0,0.1,500.68,3.4720246977002813,2.09,32.71769762845849,27.387671232876706
1658,50.82,0.0,3.68,24.66,145.0,-1.0,181.88,6.254246358796541,4.56,39.685,27.387671232876706
1659,50.82,0.0,3.76,24.83,145.0,-1.0,178.42,6.262245997359259,4.56,39.864999999999995,27.387671232876706
1660,50.87,0.0,3.71,24.8,145.0,-1.0,180.73,6.172820315900704,4.56,39.655,49.0
1661,50.87,0.0,3.7,24.73,145.0,-1.0,262.52,3.5626496722119168,2.17,39.730000000000004,27.387671232876706
1662,50.87,0.0,3.62,24.86,145.0,-1.0,267.87,4.824223490360817,2.17,40.379999999999995,27.387671232876706
1663,50.87,0.0,3.64,24.85,145.0,-1.0,266.43,4.784453242390176,2.17,40.11,44.0
1664,50.87,0.0,3.6,24.86,145.0,-1.0,439.26,2.6314437690131722,0.82,40.045,27.387671232876706
1665,50.87,0.0,3.67,24.84,145.0,-1.0,430.31,2.546542663478131,0.82,40.135,27.387671232876706
1666,50.87,0.0,3.8,24.83,145.0,-1.0,415.56,2.401400540781544,0.82,39.68,45.0
1769,56.59,60.0,6.05,25.2,145.0,0.1,34.99,5.3612158221214585,4.82,32.71769762845849,27.387671232876706
1770,0.0,0.0,6.4,25.29,145.0,10.0,-474.0,4.893573138568593,0.6,41.36,38.8
1771,0.0,0.0,6.32,25.37,145.0,10.0,-474.0,4.269396182694991,0.6,41.97,34.4
1772,56.66,90.0,6.27,25.22,145.0,-1.0,17.69,5.6721412852125805,5.89,16.14,27.387671232876706
1773,56.66,90.0,6.28,25.24,145.0,0.1,48.0,0.6020599913279624,0.02,32.71769762845849,27.387671232876706
1774,56.66,90.0,6.31,25.22,145.0,0.1,48.0,1.919078092376074,1.34,32.71769762845849,27.387671232876706
1775,56.66,90.0,6.32,25.24,145.0,0.1,48.0,2.0530784434834195,1.34,32.71769762845849,27.387671232876706
1776,56.66,90.0,6.31,25.35,145.0,0.1,48.0,2.8785217955012063,1.34,32.71769762845849,27.387671232876706
1777,56.66,90.0,6.31,25.09,145.0,0.1,48.0,2.9222062774390163,1.34,32.71769762845849,27.387671232876706
1778,0.0,0.0,6.35,25.17,145.0,10.0,-485.1,1.9030899869919435,0.5,41.43,27.387671232876706
1779,0.0,0.0,6.25,25.34,145.0,10.0,-504.79,2.942008053022313,2.0,41.02,27.387671232876706
1780,53.73,90.0,6.52,25.03,145.0,-1.0,26.29,4.673398790956136,2.67,32.71769762845849,27.387671232876706
1789,53.73,90.0,6.3,25.37,145.0,0.1,31.5,4.956869269489412,3.1,32.71769762845849,27.387671232876706
1790,56.59,60.0,6.06,25.19,145.0,0.1,54.35,3.598133645813238,1.5,32.71769762845849,27.0
1791,56.59,60.0,6.14,25.21,145.0,0.1,54.35,3.3830969299490943,2.0,32.71769762845849,27.3
1792,56.59,60.0,6.07,25.2,145.0,0.1,54.35,3.5990092398233435,2.0,32.71769762845849,27.387671232876706
1793,56.59,60.0,6.05,25.19,145.0,0.1,54.35,3.5692568333286103,1.0,32.71769762845849,27.387671232876706
1794,56.59,60.0,6.05,25.19,145.0,0.1,54.35,3.3725438007590705,2.0,32.71769762845849,27.387671232876706
1795,56.59,10.0,6.21,25.23,145.0,0.1,282.92,3.0770043267933502,1.5,32.71769762845849,27.387671232876706
1796,56.59,10.0,6.13,25.19,145.0,0.1,283.03,3.1341771075767664,1.5,32.71769762845849,27.387671232876706
1797,56.59,10.0,6.15,25.23,145.0,0.1,282.92,3.185542154854375,1.5,32.71769762845849,31.8
1798,56.59,10.0,6.08,25.09,145.0,0.1,282.92,3.070037866607755,1.5,32.71769762845849,27.387671232876706
1799,56.59,10.0,6.17,25.11,145.0,0.1,282.92,3.0141003215196207,1.5,32.71769762845849,34.2
1800,53.73,90.0,6.34,25.18,145.0,0.1,31.1,4.554840330120826,3.1,32.71769762845849,27.387671232876706
1801,53.73,90.0,6.29,25.42,145.0,0.1,31.12,4.736858441470928,3.1,32.71769762845849,27.387671232876706
1802,53.73,90.0,6.39,25.5,145.0,0.1,31.1,5.192034711788002,3.1,32.71769762845849,27.387671232876706
1920,56.59,60.0,6.06,25.18,145.0,0.1,33.67,5.7553968688013954,5.2,32.71769762845849,27.387671232876706
1921,56.59,60.0,6.13,25.16,145.0,0.1,33.7,5.5449741534889725,5.2,32.71769762845849,27.387671232876706
1922,53.73,90.0,6.25,25.48,145.0,0.1,40.67,3.911956189072687,1.86,32.71769762845849,27.387671232876706
1923,53.73,90.0,6.28,25.55,145.0,0.1,40.67,3.946746935033585,1.86,32.71769762845849,27.387671232876706
1924,53.73,90.0,6.27,25.5,145.0,0.1,40.67,3.9928185200666797,1.86,32.71769762845849,27.387671232876706
1925,53.73,90.0,6.23,25.5,145.0,-1.0,17.69,6.7022992804033725,5.89,14.785,27.387671232876706
1926,56.66,90.0,6.32,25.18,145.0,-1.0,35.65,3.699837725867246,1.45,15.465,27.387671232876706
1927,56.66,90.0,6.38,25.13,145.0,-1.0,35.65,3.530071568837378,1.45,14.92,27.387671232876706
1928,56.66,90.0,6.33,25.03,145.0,-1.0,35.65,3.91301868374796,1.45,15.275,27.387671232876706
1929,0.0,0.0,6.37,25.04,145.0,10.0,-450.02,4.105782597814442,0.67,42.35,27.387671232876706
1930,0.0,0.0,6.34,25.3,145.0,10.0,-427.0,6.140764710008936,0.74,41.22,29.9
1945,52.97,0.0,3.83,25.04,280.0,0.1,427.9,4.330007700872759,1.47,32.71769762845849,27.387671232876706
1946,52.28,0.0,3.69,24.01,280.0,0.1,421.51,4.204119982655925,1.58,32.71769762845849,27.387671232876706
1947,52.97,0.0,3.76,25.19,280.0,0.1,402.33,5.240299582002712,1.81,32.71769762845849,27.387671232876706
1948,52.28,0.0,3.68,25.46,280.0,0.1,306.77,5.425044874551388,2.93,32.71769762845849,27.387671232876706
1949,52.28,0.0,3.64,24.95,280.0,0.1,197.6,6.716712668497517,7.0,32.71769762845849,27.387671232876706
1950,53.31,0.0,3.69,25.11,145.0,10.0,-415.79,2.776701183988411,1.58,39.98,27.387671232876706
1951,53.31,0.0,3.68,25.16,145.0,10.0,-385.7,4.548082170520596,1.86,40.6,27.387671232876706
1952,53.31,0.0,3.76,25.13,145.0,10.0,-339.44,4.872907622279761,2.34,39.47,27.387671232876706
1953,53.31,0.0,3.71,25.11,145.0,10.0,-314.24,6.744648411357445,3.6,40.81,27.387671232876706
1954,53.31,0.0,3.74,25.16,145.0,10.0,-284.92,6.757546259585837,3.52,41.9,27.387671232876706
1955,53.31,0.0,3.73,25.11,145.0,10.0,-239.48,5.82911650328449,4.83,40.59,27.387671232876706
1956,53.31,0.0,3.69,25.13,145.0,10.0,-195.0,6.698970004336019,7.0,39.0,27.387671232876706
2019,53.28,0.0,3.8,25.35,145.0,-1.0,210.17,5.193124598354461,3.2,32.71769762845849,27.387671232876706
2020,53.28,0.0,3.75,25.4,145.0,-1.0,212.99,5.077367905284157,3.2,32.71769762845849,27.387671232876706
2021,53.28,0.0,3.7,25.4,145.0,-1.0,181.1,5.934750874663579,4.32,32.71769762845849,27.387671232876706
2022,53.28,0.0,3.7,25.4,145.0,-1.0,181.21,5.838849090737256,4.32,32.71769762845849,27.387671232876706
2023,53.28,0.0,3.7,25.4,145.0,-1.0,181.37,5.905256048748451,4.3,32.71769762845849,27.387671232876706
2024,53.5,0.0,3.7,25.45,145.0,-1.0,265.07,4.535914097995172,2.0,32.71769762845849,27.387671232876706
2025,53.5,0.0,3.75,25.4,145.0,-1.0,159.97,6.138618118278388,5.5,32.71769762845849,27.387671232876706
2026,53.5,0.0,3.8,25.42,145.0,-1.0,210.11,5.356981400993131,3.2,32.71769762845849,27.387671232876706
2213,52.41,0.0,3.76,25.47,145.0,-1.0,257.92,4.274827255438105,2.17,38.775000000000006,27.387671232876706
2214,52.28,0.0,3.76,25.23,145.0,-1.0,178.04,6.140644092283868,2.28,39.400000000000006,27.387671232876706
2215,52.41,0.0,3.78,25.36,145.0,-1.0,256.75,4.668665415454492,2.17,37.625,27.387671232876706
2216,52.28,0.0,3.79,25.36,145.0,-1.0,417.21,2.656098202012832,0.82,32.71769762845849,27.387671232876706
2217,52.28,0.0,3.79,25.34,145.0,-1.0,255.26,4.8477823530039865,2.17,39.6,27.387671232876706
2218,52.41,0.0,3.8,25.38,145.0,-1.0,176.27,6.04980740997314,4.65,32.71769762845849,27.387671232876706
2243,52.97,0.0,3.62,25.23,145.0,-1.0,436.1,2.3521825181113627,0.82,32.71769762845849,27.387671232876706
2244,52.41,0.0,3.64,25.38,145.0,-1.0,184.05,5.992979650690281,4.56,39.575,27.387671232876706
2245,53.4,0.0,3.65,25.38,145.0,-1.0,266.62,4.891258616904139,2.17,40.25,27.387671232876706
2246,52.28,0.0,3.66,25.29,145.0,-1.0,431.07,2.4771212547196626,0.82,32.71769762845849,27.387671232876706
2247,52.41,0.0,3.68,25.34,145.0,-1.0,429.53,1.505149978319906,0.41,39.455,27.387671232876706
2248,52.41,0.0,3.68,25.49,145.0,-1.0,263.73,4.282191456275556,2.17,39.625,27.387671232876706
2249,52.97,0.0,3.68,25.19,145.0,-1.0,428.48,2.359835482339888,0.82,32.71769762845849,27.387671232876706
2250,52.41,0.0,3.71,25.3,145.0,-1.0,426.73,2.823474229170301,0.41,39.825,27.387671232876706
2251,52.28,0.0,3.72,25.37,145.0,-1.0,260.5,4.833344763389635,2.17,39.1,27.387671232876706
2252,52.41,0.0,3.72,25.33,145.0,-1.0,180.41,5.019386341792188,2.28,38.775000000000006,27.387671232876706
2253,52.41,0.0,3.73,25.44,145.0,-1.0,179.15,5.928097172117339,4.56,39.025,27.387671232876706
2254,52.41,0.0,3.75,25.29,145.0,-1.0,178.47,5.999621564673743,2.28,38.425,27.387671232876706
2279,50.82,0.0,3.63,24.77,145.0,-1.0,137.84,7.29786122948452,8.09,39.955,43.0
2367,56.59,60.0,6.14,25.22,145.0,0.1,33.71,5.628742353007628,5.2,32.71769762845849,27.387671232876706
2368,56.59,60.0,6.09,25.22,145.0,0.1,33.68,6.012196695282973,5.2,32.71769762845849,27.387671232876706
2597,53.84,0.0,3.58,24.92,145.0,10.0,-392.4,4.962170376600235,5.1,43.85,27.387671232876706
2598,52.3,0.0,3.58,25.21,145.0,10.0,-387.88,5.88349563358854,5.1,43.35,27.387671232876706
2599,54.31,0.0,3.64,25.01,145.0,10.0,-473.08,5.69320970751774,4.2,43.55,27.387671232876706
2600,54.31,0.0,3.61,24.93,145.0,10.0,-389.52,5.9627991549544275,5.1,43.61,22.7
2618,52.28,0.0,3.73,25.37,145.0,-1.0,424.32,2.4471580313422194,0.82,32.71769762845849,27.387671232876706
2619,52.28,0.0,3.77,25.27,145.0,-1.0,257.46,4.951740535791213,2.17,32.71769762845849,27.387671232876706
2620,52.41,0.0,5.18,25.36,145.0,-1.0,306.63,3.204933522354145,0.41,32.71769762845849,27.387671232876706
2677,56.66,90.0,6.32,25.11,145.0,-1.0,15.0,5.652025752381707,5.0,15.385,23.5
2679,54.75,90.0,6.3,25.12,145.0,0.1,20.0,6.129639307477761,8.2,32.71769762845849,27.387671232876706
2685,53.73,90.0,6.32,25.5,145.0,0.1,20.89,5.880813592280791,7.04,32.71769762845849,27.387671232876706
2686,53.73,90.0,6.23,25.52,145.0,-1.0,17.69,6.178114981419943,5.89,32.71769762845849,27.387671232876706
2706,51.11,0.0,3.81,25.34,145.0,10.0,-418.99,4.797848981363836,4.17,39.55,27.387671232876706
2707,51.11,0.0,3.77,25.3,145.0,10.0,-419.0,0.3010299956639812,0.02,39.61,27.387671232876706
2708,51.11,0.0,3.8,25.23,145.0,10.0,-440.34,2.9786369483844743,2.5,32.71769762845849,27.387671232876706
2709,51.11,0.0,3.76,25.37,145.0,10.0,-376.49,0.0,0.02,39.66,27.387671232876706
2710,51.11,0.0,3.81,25.11,145.0,10.0,-440.35,3.8140477209955996,3.78,32.71769762845849,27.387671232876706
2711,51.11,0.0,3.8,25.36,145.0,10.0,-419.07,3.6058435390580894,3.31,38.32,30.7
2712,51.11,0.0,3.79,25.31,145.0,10.0,-440.34,5.554016448585713,3.0,39.2,33.5
2713,51.11,0.0,3.78,25.34,145.0,10.0,-419.05,4.969755945482622,3.31,39.08,28.4
2714,51.11,0.0,3.97,25.19,145.0,10.0,-421.91,4.199206479161658,3.78,32.71769762845849,27.387671232876706
2715,49.07,0.0,3.88,25.13,145.0,10.0,-440.28,5.036660827605983,3.78,36.9,27.387671232876706
2716,49.07,0.0,3.78,25.2,145.0,0.1,267.52,6.034125297971858,6.7,32.71769762845849,27.387671232876706
2717,51.2,0.0,3.73,25.34,145.0,0.1,270.04,6.184148933658721,6.7,32.71769762845849,27.387671232876706
2718,51.2,0.0,3.74,25.24,145.0,10.0,-440.27,3.663229634532868,3.78,39.81,27.387671232876706
2763,52.3,0.0,3.63,25.17,145.0,10.0,-328.41,6.95191085582288,6.9,43.74,23.9
2775,53.84,0.0,3.6,24.94,145.0,10.0,-361.98,7.088461669764673,6.0,32.71769762845849,26.3
2842,53.84,0.0,3.59,25.03,145.0,-1.0,186.18,5.784948770260692,4.56,44.6,26.3
2843,54.31,0.0,3.59,24.99,145.0,10.0,-390.13,4.997521807234277,5.1,32.71769762845849,25.1
2844,53.84,0.0,3.6,24.92,145.0,10.0,-445.87,5.6377198246098335,4.5,32.71769762845849,23.9
2848,53.15,0.0,3.73,25.56,145.0,10.0,-483.23,2.7902851640332416,3.9,32.71769762845849,27.387671232876706
2849,53.62,0.0,3.64,25.15,145.0,10.0,-437.54,5.0799947857458445,4.5,32.71769762845849,21.5
3051,53.84,0.0,3.63,24.98,145.0,0.1,290.27,5.609154556764665,6.19,32.71769762845849,31.2
3052,52.3,0.0,3.64,25.0,145.0,0.1,289.46,5.041112277305815,6.19,32.71769762845849,27.6
3053,52.3,0.0,3.64,25.2,145.0,0.1,289.46,5.749266219519278,6.19,39.8,27.6
3054,54.31,0.0,3.53,25.0,145.0,0.1,298.9,5.424927349433793,6.25,32.71769762845849,27.6
3055,54.31,0.0,3.64,25.01,145.0,10.0,-358.21,6.415434457462931,6.0,32.71769762845849,26.3
3056,54.31,0.0,3.64,25.0,145.0,0.1,289.46,5.665297622277418,6.19,32.71769762845849,30.0
3064,52.38,0.0,3.67,25.51,145.0,0.1,286.83,5.556151677886138,6.19,38.325,26.3
3201,52.38,0.0,3.62,25.61,145.0,0.1,229.89,6.463868661843904,9.93,40.455,33.7
3202,53.62,0.0,3.66,25.25,145.0,10.0,-473.12,3.9030899869919438,4.2,40.150000000000006,34.1
3204,53.4,0.0,3.74,25.43,145.0,10.0,-473.12,4.4276808163314625,4.2,38.46,32.4
3527,52.3,0.0,3.63,24.82,145.0,10.0,-385.6749311,6.530893502445866,5.1,40.9225,35.0
3588,51.1,0.0,3.78,25.23,145.0,0.1,283.1096767,5.202787915033841,4.0,32.71769762845849,27.387671232876706
3589,51.1,0.0,3.83,25.25,145.0,0.1,258.5114908,6.004461959239178,4.0,32.71769762845849,27.387671232876706
3590,51.1,0.0,3.78,25.29,145.0,0.1,282.4380049,5.745646184525931,4.0,32.71769762845849,27.0
3591,51.1,0.0,3.82,25.29,145.0,0.1,315.7094976,5.010041168971806,3.0,32.71769762845849,27.387671232876706
3592,51.1,0.0,3.8,25.28,145.0,0.1,317.4966689,5.108842288381394,3.0,32.71769762845849,27.387671232876706
3593,51.1,0.0,3.84,25.25,145.0,0.1,330.0330033,4.855900585780354,3.0,32.71769762845849,27.387671232876706
3594,51.1,0.0,3.62,25.25,145.0,0.1,399.3217001,4.3589242153885115,3.0,32.71769762845849,30.0
3743,53.28,0.0,3.75,25.35,145.0,-1.0,213.3333333,5.992222921767967,3.2,32.71769762845849,-30.0
3744,53.28,0.0,3.75,25.37,145.0,-1.0,213.3333333,5.5550956583105675,3.2,32.71769762845849,-37.1
3745,53.28,0.0,3.75,25.4,145.0,-1.0,258.687664,5.151188984260521,2.2,32.71769762845849,-40.7
3746,53.28,0.0,3.75,25.4,145.0,-1.0,258.687664,4.905477460877743,2.2,32.71769762845849,-37.0
3747,53.28,0.0,3.75,25.23,145.0,-1.0,258.6529533,4.951619184484154,2.2,32.71769762845849,-38.8
3748,53.28,0.0,3.75,25.44,145.0,0.1,482.7044025,3.8661691476337707,3.2,32.71769762845849,-38.3
3749,53.28,0.0,3.75,25.34,145.0,0.1,482.715075,3.630427875025024,3.2,32.71769762845849,-36.2
3750,53.28,0.0,3.75,25.4,145.0,0.1,381.3228121,4.541279627182781,5.1,32.71769762845849,-36.4
3751,53.28,0.0,3.75,25.35,145.0,0.1,381.3260009,4.673297439759636,5.1,32.71769762845849,-35.8
3752,53.28,0.0,3.75,25.34,145.0,0.1,381.3799943,4.594171479114912,5.1,32.71769762845849,-37.5
3768,0.0,0.0,6.6,25.18,145.0,0.1,210.6048571,5.395754359792703,1.75,32.71769762845849,27.387671232876706
3769,0.0,0.0,6.6,25.07,145.0,0.1,217.5726149,5.172486169686935,1.5,32.71769762845849,27.387671232876706
3770,0.0,0.0,6.56,25.21,145.0,0.1,217.6836524,5.209182464317315,1.5,32.71769762845849,27.387671232876706
3771,0.0,0.0,6.54,25.25,145.0,0.1,230.1147546,5.239414608223811,1.25,32.71769762845849,27.387671232876706
3772,0.0,0.0,6.54,25.25,145.0,0.1,230.1147546,5.080330604196845,1.5,32.71769762845849,27.387671232876706
3773,0.0,0.0,6.48,25.4,145.0,0.1,243.0251774,4.940939616249092,1.0,32.71769762845849,27.387671232876706
3774,0.0,0.0,6.65,25.4,145.0,0.1,272.3343793,4.191199419701518,1.0,32.71769762845849,27.387671232876706
3775,0.0,0.0,6.7,25.18,145.0,0.1,296.373573,4.011781830548107,1.0,32.71769762845849,27.387671232876706
3776,0.0,0.0,6.65,24.96,145.0,0.1,361.4806246,3.216429830876251,0.75,32.71769762845849,27.387671232876706
3777,0.0,0.0,6.75,25.36,145.0,0.1,204.4631382,5.579148834440838,1.0,32.71769762845849,27.387671232876706
3778,0.0,0.0,6.55,25.43,145.0,0.1,210.1262859,5.071053112910271,1.0,32.71769762845849,27.387671232876706
3779,0.0,0.0,6.55,25.1,145.0,0.1,231.1365226,4.546061218173806,0.75,32.71769762845849,27.387671232876706
3780,0.0,0.0,6.64,25.3,145.0,0.1,178.5799324,6.167309062393546,1.25,32.71769762845849,27.387671232876706
3781,0.0,0.0,6.68,25.21,145.0,0.1,237.5257419,4.181786440174192,0.75,32.71769762845849,27.387671232876706
3782,0.0,0.0,6.65,25.06,145.0,0.1,240.0254427,3.8294324336175984,0.75,32.71769762845849,27.387671232876706
3783,0.0,0.0,6.71,25.05,145.0,0.1,297.4676578,3.09795107099415,0.75,32.71769762845849,27.387671232876706
3784,0.0,0.0,6.6,25.51,145.0,0.1,356.3664873,2.60959440922522,0.75,32.71769762845849,27.387671232876706
