nr,Fibre Volume Fraction,taverage,waverage,Lnominal,R-value1,Ffatigue,smax,Ncycles,f,Temp.
1374,55.05,6.0,25.04,145.0,10.0,-23.05,-153.35,706.0,2.73,27.387671232876706
1375,55.05,6.17,25.11,145.0,10.0,-23.75,-153.35,490.0,2.73,27.387671232876706
1376,55.05,6.1,25.13,145.0,-1.0,4.13,26.95,8216.0,2.54,27.387671232876706
1377,55.05,6.09,24.98,145.0,10.0,-23.34,-153.34,275.0,2.73,27.387671232876706
1378,55.05,6.06,25.1,145.0,-1.0,7.14,46.92,6.0,0.84,27.387671232876706
1379,55.05,6.11,25.14,145.0,-1.0,4.14,26.95,10151.0,2.54,27.6
1380,55.05,5.98,25.03,145.0,10.0,-22.96,-153.36,486.0,2.73,27.5
1381,55.05,6.12,25.07,145.0,10.0,-22.96,-149.61,171.0,2.73,27.387671232876706
1382,55.05,6.07,25.12,145.0,-1.0,7.16,46.92,370.0,0.84,27.387671232876706
1383,55.05,6.09,25.08,145.0,-1.0,4.12,26.95,9873.0,2.54,27.387671232876706
1384,55.05,6.18,25.1,145.0,10.0,-23.79,-153.35,156.0,2.73,27.387671232876706
1385,55.05,6.01,25.12,145.0,10.0,-20.67,-136.84,24985.0,2.73,27.387671232876706
1386,55.05,6.31,25.14,145.0,10.0,-21.72,-136.84,5177.0,2.73,27.387671232876706
1387,55.05,6.04,25.13,145.0,10.0,-17.46,-115.01,2414948.0,3.86,27.5
1388,55.05,6.09,25.1,145.0,-1.0,7.18,46.93,235.0,0.84,27.387671232876706
1389,55.05,6.08,25.18,145.0,-1.0,7.18,46.93,195.0,0.84,27.387671232876706
1390,55.05,6.0,25.14,145.0,10.0,-17.19,-114.05,1562675.0,4.94,27.387671232876706
1391,55.05,6.17,24.99,145.0,-1.0,4.15,26.95,10781.0,2.54,27.387671232876706
1392,55.05,6.07,25.06,145.0,10.0,-20.8,-136.84,32399.0,2.73,27.387671232876706
1393,55.05,6.1,25.06,145.0,10.0,-20.91,-136.84,10390.0,2.73,27.387671232876706
1394,55.05,6.17,25.02,145.0,10.0,-28.01,-181.42,1.0,0.02,27.387671232876706
1395,55.05,6.21,24.96,145.0,-1.0,7.28,46.92,374.0,0.84,27.387671232876706
1396,55.05,6.06,25.13,145.0,0.1,4.57,30.0,7136.0,3.41,27.387671232876706
1397,55.05,6.27,24.97,145.0,-1.0,7.34,46.93,545.0,0.84,27.387671232876706
1623,53.73,6.29,25.5,145.0,10.0,-5.06,-31.5,538325.0,3.1,27.387671232876706
1624,53.73,6.23,25.52,145.0,-1.0,2.81,17.69,2505205.0,5.89,27.6
1625,53.73,6.21,25.51,145.0,10.0,-18.05,-113.86,107930.0,4.96,27.387671232876706
1626,53.73,6.27,25.56,145.0,10.0,-18.26,-113.86,150538.0,4.96,25.0
1627,53.73,6.35,25.46,145.0,0.1,4.97,30.74,145420.0,3.25,21.8
1649,50.87,3.61,24.85,145.0,0.1,26.08,290.94,526177.0,6.19,38.0
1650,50.82,3.67,24.77,145.0,0.1,35.41,389.95,18764.0,3.35,51.0
1651,50.87,3.58,24.83,145.0,0.1,26.06,293.17,533113.0,6.19,27.387671232876706
1652,50.87,3.63,24.86,145.0,0.1,35.55,394.24,22067.0,3.35,27.387671232876706
1653,50.87,3.6,24.93,145.0,0.1,26.17,291.92,255280.0,6.19,27.387671232876706
1654,50.82,3.58,24.74,145.0,0.1,35.38,399.91,28601.0,3.35,27.387671232876706
1655,50.82,3.64,24.85,145.0,0.1,44.96,496.5,3722.0,2.09,49.0
1656,50.82,3.68,24.75,145.0,0.1,44.8,492.41,2522.0,2.09,27.387671232876706
1657,50.82,3.62,24.8,145.0,0.1,44.89,500.68,2965.0,2.09,27.387671232876706
1658,50.82,3.68,24.66,145.0,-1.0,16.52,181.88,1795752.0,4.56,27.387671232876706
1659,50.82,3.76,24.83,145.0,-1.0,16.64,178.42,1829136.0,4.56,27.387671232876706
1660,50.87,3.71,24.8,145.0,-1.0,16.62,180.73,1488745.0,4.56,49.0
1661,50.87,3.7,24.73,145.0,-1.0,23.99,262.52,3653.0,2.17,27.387671232876706
1662,50.87,3.62,24.86,145.0,-1.0,24.12,267.87,66715.0,2.17,27.387671232876706
1663,50.87,3.64,24.85,145.0,-1.0,24.1,266.43,60877.0,2.17,44.0
1664,50.87,3.6,24.86,145.0,-1.0,39.26,439.26,428.0,0.82,27.387671232876706
1665,50.87,3.67,24.84,145.0,-1.0,39.22,430.31,352.0,0.82,27.387671232876706
1666,50.87,3.8,24.83,145.0,-1.0,39.23,415.56,252.0,0.82,45.0
1769,56.59,6.05,25.2,145.0,0.1,5.34,34.99,229729.0,4.82,27.387671232876706
1770,0.0,6.4,25.29,145.0,10.0,-76.67,-474.0,78266.0,0.6,38.8
1771,0.0,6.32,25.37,145.0,10.0,-76.01,-474.0,18595.0,0.6,34.4
1772,56.66,6.27,25.22,145.0,-1.0,2.8,17.69,470047.0,5.89,27.387671232876706
1773,56.66,6.28,25.24,145.0,0.1,7.6,48.0,4.0,0.02,27.387671232876706
1774,56.66,6.31,25.22,145.0,0.1,7.64,48.0,83.0,1.34,27.387671232876706
1775,56.66,6.32,25.24,145.0,0.1,7.66,48.0,113.0,1.34,27.387671232876706
1776,56.66,6.31,25.35,145.0,0.1,7.68,48.0,756.0,1.34,27.387671232876706
1777,56.66,6.31,25.09,145.0,0.1,7.6,48.0,836.0,1.34,27.387671232876706
1778,0.0,6.35,25.17,145.0,10.0,-77.56,-485.1,80.0,0.5,27.387671232876706
1779,0.0,6.25,25.34,145.0,10.0,-80.0,-504.79,875.0,2.0,27.387671232876706
1780,53.73,6.52,25.03,145.0,-1.0,4.29,26.29,47141.0,2.67,27.387671232876706
1789,53.73,6.3,25.37,145.0,0.1,5.04,31.5,90546.0,3.1,27.387671232876706
1790,56.59,6.06,25.19,145.0,0.1,8.29,54.35,3964.0,1.5,27.0
1791,56.59,6.14,25.21,145.0,0.1,8.41,54.35,2416.0,2.0,27.3
1792,56.59,6.07,25.2,145.0,0.1,8.31,54.35,3972.0,2.0,27.387671232876706
1793,56.59,6.05,25.19,145.0,0.1,8.29,54.35,3709.0,1.0,27.387671232876706
1794,56.59,6.05,25.19,145.0,0.1,8.29,54.35,2358.0,2.0,27.387671232876706
1795,56.59,6.21,25.23,145.0,0.1,44.35,282.92,1194.0,1.5,27.387671232876706
1796,56.59,6.13,25.19,145.0,0.1,43.69,283.03,1362.0,1.5,27.387671232876706
1797,56.59,6.15,25.23,145.0,0.1,43.92,282.92,1533.0,1.5,31.8
1798,56.59,6.08,25.09,145.0,0.1,43.13,282.92,1175.0,1.5,27.387671232876706
1799,56.59,6.17,25.11,145.0,0.1,43.81,282.92,1033.0,1.5,34.2
1800,53.73,6.34,25.18,145.0,0.1,4.96,31.1,35879.0,3.1,27.387671232876706
1801,53.73,6.29,25.42,145.0,0.1,4.98,31.12,54558.0,3.1,27.387671232876706
1802,53.73,6.39,25.5,145.0,0.1,5.07,31.1,155609.0,3.1,27.387671232876706
1920,56.59,6.06,25.18,145.0,0.1,5.14,33.67,569373.0,5.2,27.387671232876706
1921,56.59,6.13,25.16,145.0,0.1,5.2,33.7,350731.0,5.2,27.387671232876706
1922,53.73,6.25,25.48,145.0,0.1,6.48,40.67,8165.0,1.86,27.387671232876706
1923,53.73,6.28,25.55,145.0,0.1,6.52,40.67,8846.0,1.86,27.387671232876706
1924,53.73,6.27,25.5,145.0,0.1,6.51,40.67,9836.0,1.86,27.387671232876706
1925,53.73,6.23,25.5,145.0,-1.0,2.81,17.69,5038477.0,5.89,27.387671232876706
1926,56.66,6.32,25.18,145.0,-1.0,5.67,35.65,5010.0,1.45,27.387671232876706
1927,56.66,6.38,25.13,145.0,-1.0,5.72,35.65,3389.0,1.45,27.387671232876706
1928,56.66,6.33,25.03,145.0,-1.0,5.65,35.65,8185.0,1.45,27.387671232876706
1929,0.0,6.37,25.04,145.0,10.0,-71.77,-450.02,12758.0,0.67,27.387671232876706
1930,0.0,6.34,25.3,145.0,10.0,-68.52,-427.0,1382817.0,0.74,29.9
1945,52.97,3.83,25.04,280.0,0.1,41.04,427.9,21380.0,1.47,27.387671232876706
1946,52.28,3.69,24.01,280.0,0.1,37.34,421.51,16000.0,1.58,27.387671232876706
1947,52.97,3.76,25.19,280.0,0.1,38.11,402.33,173900.0,1.81,27.387671232876706
1948,52.28,3.68,25.46,280.0,0.1,28.74,306.77,266100.0,2.93,27.387671232876706
1949,52.28,3.64,24.95,280.0,0.1,17.95,197.6,5208500.0,7.0,27.387671232876706
1950,53.31,3.69,25.11,145.0,10.0,-38.53,-415.79,598.0,1.58,27.387671232876706
1951,53.31,3.68,25.16,145.0,10.0,-35.71,-385.7,35325.0,1.86,27.387671232876706
1952,53.31,3.76,25.13,145.0,10.0,-32.07,-339.44,74629.0,2.34,27.387671232876706
1953,53.31,3.71,25.11,145.0,10.0,-29.27,-314.24,5554544.0,3.6,27.387671232876706
1954,53.31,3.74,25.16,145.0,10.0,-26.81,-284.92,5721979.0,3.52,27.387671232876706
1955,53.31,3.73,25.11,145.0,10.0,-22.43,-239.48,674709.0,4.83,27.387671232876706
1956,53.31,3.69,25.13,145.0,10.0,-18.08,-195.0,5000000.0,7.0,27.387671232876706
2019,53.28,3.8,25.35,145.0,-1.0,20.25,210.17,156000.0,3.2,27.387671232876706
2020,53.28,3.75,25.4,145.0,-1.0,20.29,212.99,119500.0,3.2,27.387671232876706
2021,53.28,3.7,25.4,145.0,-1.0,17.02,181.1,860500.0,4.32,27.387671232876706
2022,53.28,3.7,25.4,145.0,-1.0,17.03,181.21,690000.0,4.32,27.387671232876706
2023,53.28,3.7,25.4,145.0,-1.0,17.05,181.37,804000.0,4.3,27.387671232876706
2024,53.5,3.7,25.45,145.0,-1.0,24.96,265.07,34349.0,2.0,27.387671232876706
2025,53.5,3.75,25.4,145.0,-1.0,15.24,159.97,1375999.0,5.5,27.387671232876706
2026,53.5,3.8,25.42,145.0,-1.0,20.3,210.11,227500.0,3.2,27.387671232876706
2213,52.41,3.76,25.47,145.0,-1.0,24.7,257.92,18829.0,2.17,27.387671232876706
2214,52.28,3.76,25.23,145.0,-1.0,16.89,178.04,1382433.0,2.28,27.387671232876706
2215,52.41,3.78,25.36,145.0,-1.0,24.58,256.75,46630.0,2.17,27.387671232876706
2216,52.28,3.79,25.36,145.0,-1.0,40.1,417.21,453.0,0.82,27.387671232876706
2217,52.28,3.79,25.34,145.0,-1.0,24.51,255.26,70434.0,2.17,27.387671232876706
2218,52.41,3.8,25.38,145.0,-1.0,17.0,176.27,1121521.0,4.65,27.387671232876706
2243,52.97,3.62,25.23,145.0,-1.0,39.83,436.1,225.0,0.82,27.387671232876706
2244,52.41,3.64,25.38,145.0,-1.0,17.0,184.05,983965.0,4.56,27.387671232876706
2245,53.4,3.65,25.38,145.0,-1.0,24.66,266.62,77850.0,2.17,27.387671232876706
2246,52.28,3.66,25.29,145.0,-1.0,39.9,431.07,300.0,0.82,27.387671232876706
2247,52.41,3.68,25.34,145.0,-1.0,40.0,429.53,32.0,0.41,27.387671232876706
2248,52.41,3.68,25.49,145.0,-1.0,24.7,263.73,19151.0,2.17,27.387671232876706
2249,52.97,3.68,25.19,145.0,-1.0,39.72,428.48,229.0,0.82,27.387671232876706
2250,52.41,3.71,25.3,145.0,-1.0,40.0,426.73,666.0,0.41,27.387671232876706
2251,52.28,3.72,25.37,145.0,-1.0,24.58,260.5,68131.0,2.17,27.387671232876706
2252,52.41,3.72,25.33,145.0,-1.0,17.0,180.41,104565.0,2.28,27.387671232876706
2253,52.41,3.73,25.44,145.0,-1.0,17.0,179.15,847417.0,4.56,27.387671232876706
2254,52.41,3.75,25.29,145.0,-1.0,16.9,178.47,999129.0,2.28,27.387671232876706
2279,50.82,3.63,24.77,145.0,-1.0,12.38,137.84,19854604.0,8.09,43.0
2367,56.59,6.14,25.22,145.0,0.1,5.22,33.71,425346.0,5.2,27.387671232876706
2368,56.59,6.09,25.22,145.0,0.1,5.17,33.68,1028482.0,5.2,27.387671232876706
2597,53.84,3.58,24.92,145.0,10.0,-35.0,-392.4,91658.0,5.1,27.387671232876706
2598,52.3,3.58,25.21,145.0,10.0,-35.0,-387.88,764708.0,5.1,27.387671232876706
2599,54.31,3.64,25.01,145.0,10.0,-4.3,-473.08,493412.0,4.2,27.387671232876706
2600,54.31,3.61,24.93,145.0,10.0,-35.0,-389.52,917908.0,5.1,22.7
2618,52.28,3.73,25.37,145.0,-1.0,40.1,424.32,280.0,0.82,27.387671232876706
2619,52.28,3.77,25.27,145.0,-1.0,24.49,257.46,89483.0,2.17,27.387671232876706
2620,52.41,5.18,25.36,145.0,-1.0,40.28,306.63,1603.0,0.41,27.387671232876706
2677,56.66,6.32,25.11,145.0,-1.0,2.38,15.0,448772.0,5.0,23.5
2679,54.75,6.3,25.12,145.0,0.1,3.17,20.0,1347843.0,8.2,27.387671232876706
2685,53.73,6.32,25.5,145.0,0.1,3.36,20.89,760000.0,7.04,27.387671232876706
2686,53.73,6.23,25.52,145.0,-1.0,2.81,17.69,1507006.0,5.89,27.387671232876706
2706,51.11,3.81,25.34,145.0,10.0,-40.42,-418.99,62784.0,4.17,27.387671232876706
2707,51.11,3.77,25.3,145.0,10.0,-39.93,-419.0,2.0,0.02,27.387671232876706
2708,51.11,3.8,25.23,145.0,10.0,-42.22,-440.34,952.0,2.5,27.387671232876706
2709,51.11,3.76,25.37,145.0,10.0,-35.91,-376.49,1.0,0.02,27.387671232876706
2710,51.11,3.81,25.11,145.0,10.0,-42.16,-440.35,6517.0,3.78,27.387671232876706
2711,51.11,3.8,25.36,145.0,10.0,-40.42,-419.07,4035.0,3.31,30.7
2712,51.11,3.79,25.31,145.0,10.0,-42.24,-440.34,358110.0,3.0,33.5
2713,51.11,3.78,25.34,145.0,10.0,-40.14,-419.05,93273.0,3.31,28.4
2714,51.11,3.97,25.19,145.0,10.0,-42.16,-421.91,15820.0,3.78,27.387671232876706
2715,49.07,3.88,25.13,145.0,10.0,-42.89,-440.28,108808.0,3.78,27.387671232876706
2716,49.07,3.78,25.2,145.0,0.1,25.5,267.52,1081746.0,6.7,27.387671232876706
2717,51.2,3.73,25.34,145.0,0.1,25.5,270.04,1528090.0,6.7,27.387671232876706
2718,51.2,3.74,25.24,145.0,10.0,-41.52,-440.27,4605.0,3.78,27.387671232876706
2763,52.3,3.63,25.17,145.0,10.0,-30.0,-328.41,8951810.0,6.9,23.9
2775,53.84,3.6,24.94,145.0,10.0,-32.5,-361.98,12259187.0,6.0,26.3
2842,53.84,3.59,25.03,145.0,-1.0,16.73,186.18,609465.0,4.56,26.3
2843,54.31,3.59,24.99,145.0,10.0,-35.0,-390.13,99431.0,5.1,25.1
2844,53.84,3.6,24.92,145.0,10.0,-40.0,-445.87,434230.0,4.5,23.9
2848,53.15,3.73,25.56,145.0,10.0,-46.0,-483.23,617.0,3.9,27.387671232876706
2849,53.62,3.64,25.15,145.0,10.0,-40.0,-437.54,120225.0,4.5,21.5
3051,53.84,3.63,24.98,145.0,0.1,26.31,290.27,406588.0,6.19,31.2
3052,52.3,3.64,25.0,145.0,0.1,26.33,289.46,109929.0,6.19,27.6
3053,52.3,3.64,25.2,145.0,0.1,26.52,289.46,561392.0,6.19,27.6
3054,54.31,3.53,25.0,145.0,0.1,26.33,298.9,266028.0,6.25,27.6
3055,54.31,3.64,25.01,145.0,10.0,-32.5,-358.21,2602762.0,6.0,26.3
3056,54.31,3.64,25.0,145.0,0.1,26.32,289.46,462698.0,6.19,30.0
3064,52.38,3.67,25.51,145.0,0.1,26.84,286.83,359875.0,6.19,26.3
3201,52.38,3.62,25.61,145.0,0.1,21.29,229.89,2909837.0,9.93,33.7
3202,53.62,3.66,25.25,145.0,10.0,-43.56,-473.12,8000.0,4.2,34.1
3204,53.4,3.74,25.43,145.0,10.0,-44.98,-473.12,26772.0,4.2,32.4
3527,52.3,3.63,24.82,145.0,10.0,-34.72,-385.6749311,3395420.0,5.1,35.0
3588,51.1,3.78,25.23,145.0,0.1,27.0,283.1096767,159510.0,4.0,27.387671232876706
3589,51.1,3.83,25.25,145.0,0.1,25.0,258.5114908,1010327.0,4.0,27.387671232876706
3590,51.1,3.78,25.29,145.0,0.1,27.0,282.4380049,556732.0,4.0,27.0
3591,51.1,3.82,25.29,145.0,0.1,30.5,315.7094976,102339.0,3.0,27.387671232876706
3592,51.1,3.8,25.28,145.0,0.1,30.5,317.4966689,128482.0,3.0,27.387671232876706
3593,51.1,3.84,25.25,145.0,0.1,32.0,330.0330033,71763.0,3.0,27.387671232876706
3594,51.1,3.62,25.25,145.0,0.1,36.5,399.3217001,22852.0,3.0,30.0
3743,53.28,3.75,25.35,145.0,-1.0,20.28,213.3333333,982252.0,3.2,-30.0
3744,53.28,3.75,25.37,145.0,-1.0,20.3,213.3333333,359001.0,3.2,-37.1
3745,53.28,3.75,25.4,145.0,-1.0,24.64,258.687664,141641.0,2.2,-40.7
3746,53.28,3.75,25.4,145.0,-1.0,24.64,258.687664,80441.0,2.2,-37.0
3747,53.28,3.75,25.23,145.0,-1.0,24.47,258.6529533,89458.0,2.2,-38.8
3748,53.28,3.75,25.44,145.0,0.1,46.05,482.7044025,7348.0,3.2,-38.3
3749,53.28,3.75,25.34,145.0,0.1,45.87,482.715075,4270.0,3.2,-36.2
3750,53.28,3.75,25.4,145.0,0.1,36.32,381.3228121,34776.0,5.1,-36.4
3751,53.28,3.75,25.35,145.0,0.1,36.25,381.3260009,47130.0,5.1,-35.8
3752,53.28,3.75,25.34,145.0,0.1,36.24,381.3799943,39280.0,5.1,-37.5
3768,0.0,6.6,25.18,145.0,0.1,35.0,210.6048571,248745.0,1.75,27.387671232876706
3769,0.0,6.6,25.07,145.0,0.1,36.0,217.5726149,148760.0,1.5,27.387671232876706
3770,0.0,6.56,25.21,145.0,0.1,36.0,217.6836524,161876.0,1.5,27.387671232876706
3771,0.0,6.54,25.25,145.0,0.1,38.0,230.1147546,173546.0,1.25,27.387671232876706
3772,0.0,6.54,25.25,145.0,0.1,38.0,230.1147546,120318.0,1.5,27.387671232876706
3773,0.0,6.48,25.4,145.0,0.1,40.0,243.0251774,87285.0,1.0,27.387671232876706
3774,0.0,6.65,25.4,145.0,0.1,46.0,272.3343793,15531.0,1.0,27.387671232876706
3775,0.0,6.7,25.18,145.0,0.1,50.0,296.373573,10275.0,1.0,27.387671232876706
3776,0.0,6.65,24.96,145.0,0.1,60.0,361.4806246,1646.0,0.75,27.387671232876706
3777,0.0,6.75,25.36,145.0,0.1,35.0,204.4631382,379445.0,1.0,27.387671232876706
3778,0.0,6.55,25.43,145.0,0.1,35.0,210.1262859,117775.0,1.0,27.387671232876706
3779,0.0,6.55,25.1,145.0,0.1,38.0,231.1365226,35161.0,0.75,27.387671232876706
3780,0.0,6.64,25.3,145.0,0.1,30.0,178.5799324,1469972.0,1.25,27.387671232876706
3781,0.0,6.68,25.21,145.0,0.1,40.0,237.5257419,15198.0,0.75,27.387671232876706
3782,0.0,6.65,25.06,145.0,0.1,40.0,240.0254427,6752.0,0.75,27.387671232876706
3783,0.0,6.71,25.05,145.0,0.1,50.0,297.4676578,1253.0,0.75,27.387671232876706
3784,0.0,6.6,25.51,145.0,0.1,60.0,356.3664873,407.0,0.75,27.387671232876706
