nr,Fibre Volume Fraction,Cut angle ,taverage,waverage,area,Lnominal,R-value1,Fmax,smax,Ncycles,f,E,Temp.
1007,53.73,90.0,6.36,25.11,159.68,145.0,1.0,8.39,52.54,0.0,0.0,14.42,30.443137254901963
1008,53.73,90.0,6.3,25.24,159.07,145.0,1.0,8.31,52.24,0.0,0.0,14.39,30.443137254901963
1009,53.73,90.0,6.36,25.24,160.51,145.0,1.0,9.11,56.76,0.0,0.0,13.9,30.443137254901963
1010,53.73,90.0,6.33,25.13,159.05,145.0,1.0,-27.16,-170.78,0.0,0.0,15.1,30.443137254901963
1011,53.73,90.0,6.34,25.26,160.05,145.0,1.0,9.11,56.92,0.0,0.0,13.78,30.443137254901963
1012,53.73,90.0,6.32,25.16,159.01,145.0,1.0,8.22,51.69,0.0,0.0,7.74,30.443137254901963
1013,53.73,90.0,6.3,25.27,159.13,145.0,1.0,-26.7,-167.77,0.0,0.0,14.7,30.443137254901963
1014,53.73,90.0,6.36,25.19,160.3,145.0,1.0,8.69,54.21,0.0,0.0,14.6,30.443137254901963
1015,53.73,90.0,6.32,25.19,159.2,145.0,1.0,8.14,51.13,0.0,0.0,14.29,30.443137254901963
1016,53.73,90.0,6.29,25.3,159.21,145.0,1.0,8.01,50.31,0.0,0.0,13.93,30.443137254901963
1017,53.73,90.0,6.28,25.25,158.51,145.0,1.0,8.27,52.17,0.0,0.0,14.17,30.443137254901963
1018,53.73,90.0,6.31,25.22,159.19,145.0,1.0,-26.02,-163.42,0.0,0.0,15.3,30.443137254901963
1019,53.73,90.0,6.33,25.17,159.4,145.0,1.0,8.34,52.32,0.0,0.0,13.74,30.443137254901963
1020,53.73,90.0,6.39,25.2,161.03,145.0,1.0,8.23,51.11,0.0,0.0,13.66,30.443137254901963
1021,53.73,90.0,6.26,25.24,157.93,145.0,1.0,8.26,52.29,0.0,0.0,14.0,30.443137254901963
1022,53.73,90.0,6.28,25.19,158.21,145.0,1.0,8.36,52.85,0.0,0.0,13.6,30.443137254901963
1023,53.73,90.0,6.3,25.16,158.6,145.0,1.0,8.85,55.82,0.0,0.0,14.19,30.443137254901963
1024,53.73,90.0,6.31,25.21,159.17,145.0,1.0,-27.04,-169.88,0.0,0.0,15.03,30.443137254901963
1025,53.73,90.0,6.38,25.06,159.98,145.0,1.0,-26.45,-165.34,0.0,0.0,15.22,30.443137254901963
1026,53.73,90.0,6.39,25.2,161.1,145.0,1.0,-26.1,-162.01,0.0,0.0,14.95,30.443137254901963
1027,53.73,90.0,6.29,24.91,156.76,145.0,1.0,8.95,57.07,0.0,0.0,13.88,30.443137254901963
1028,53.73,90.0,6.32,25.14,158.81,145.0,1.0,8.45,53.18,0.0,0.0,13.54,30.443137254901963
1029,53.73,90.0,6.3,25.31,159.47,145.0,1.0,-27.22,-170.66,0.0,0.0,14.9,30.443137254901963
1030,53.73,90.0,6.28,25.31,158.95,145.0,1.0,-26.76,-168.36,0.0,0.0,15.1,30.443137254901963
1031,53.73,90.0,6.26,25.33,158.57,145.0,1.0,-26.14,-164.85,0.0,0.0,14.75,30.443137254901963
1032,53.73,90.0,6.35,25.24,160.29,145.0,1.0,-27.52,-171.69,0.0,0.0,15.03,30.443137254901963
1033,54.75,90.0,6.31,25.05,158.04,145.0,1.0,-26.59,-168.23,0.0,0.0,14.7,30.443137254901963
1034,54.75,90.0,6.26,25.01,156.54,145.0,1.0,-26.72,-170.71,0.0,0.0,15.0,30.443137254901963
1035,54.75,90.0,6.47,25.0,161.77,145.0,1.0,-26.65,-164.74,0.0,0.0,14.7,30.443137254901963
1036,54.75,90.0,6.28,25.15,158.04,145.0,1.0,-25.65,-162.3,0.0,0.0,15.01,30.443137254901963
1037,54.75,90.0,6.3,24.98,157.4,145.0,1.0,-26.14,-166.08,0.0,0.0,15.11,30.443137254901963
1038,54.75,90.0,6.26,25.11,157.09,145.0,1.0,-25.11,-159.83,0.0,0.0,15.1,30.443137254901963
1039,54.75,90.0,6.36,25.05,159.39,145.0,1.0,-26.12,-163.9,0.0,0.0,14.8,30.443137254901963
1040,54.75,90.0,6.34,25.03,158.62,145.0,1.0,-23.6,-148.79,0.0,0.0,14.65,30.443137254901963
1041,54.75,90.0,6.36,24.95,158.61,145.0,1.0,-26.08,-164.43,0.0,0.0,15.16,30.443137254901963
1042,54.75,90.0,6.3,25.04,157.75,145.0,1.0,-25.88,-164.05,0.0,0.0,14.39,30.443137254901963
1043,54.75,90.0,6.33,25.0,158.18,145.0,1.0,-25.56,-161.59,0.0,0.0,15.05,30.443137254901963
1044,54.75,90.0,6.34,25.07,158.94,145.0,1.0,-26.68,-167.88,0.0,0.0,15.1,30.443137254901963
1045,54.75,90.0,6.36,25.12,159.67,145.0,1.0,-26.09,-163.39,0.0,0.0,15.14,30.443137254901963
1046,54.75,90.0,6.39,25.1,160.49,145.0,1.0,-26.65,-166.06,0.0,0.0,15.66,30.443137254901963
1047,54.75,90.0,6.27,25.15,157.67,145.0,1.0,-26.2,-166.17,0.0,0.0,15.28,30.443137254901963
1048,54.75,90.0,6.46,25.02,161.63,145.0,1.0,-25.45,-157.47,0.0,0.0,15.0,30.443137254901963
1075,52.55,0.0,3.78,24.9,94.12,145.0,-1.0,18.0,191.24,5.502153892871361,5.0,35.875,27.59130434782608
1078,49.45,0.0,3.88,25.31,98.19,145.0,-1.0,29.46,300.0,4.107515225651465,1.5,37.349999999999994,30.4
1079,49.45,0.0,3.84,25.19,96.65,145.0,-1.0,28.99,300.0,3.0881360887005513,2.0,36.04,30.4
1080,49.45,0.0,3.85,25.28,97.43,145.0,-1.0,29.23,300.0,3.3811150807098507,1.75,32.655,32.0
1081,49.45,0.0,3.71,25.07,93.08,145.0,-1.0,27.92,300.0,4.2069607291557105,1.5,38.129999999999995,29.3
1082,49.45,0.0,3.88,25.25,97.97,145.0,-1.0,25.0,255.18,4.701403906447556,2.0,36.24,29.8
1083,49.45,0.0,3.83,25.21,96.64,145.0,-1.0,35.0,362.18,3.197280558125619,1.02,35.349999999999994,28.1
1084,49.45,0.0,3.84,25.35,97.42,145.0,-1.0,35.0,359.29,2.7558748556724915,1.02,35.224999999999994,34.9
1086,49.45,0.0,3.8,25.28,96.08,145.0,-1.0,25.0,260.21,4.547602429785681,2.0,36.685,28.5
1087,50.65,0.0,3.77,25.02,94.24,145.0,-1.0,25.0,265.27,4.31722734917642,2.0,37.0,29.2
1089,53.09,0.0,3.73,25.46,95.06,145.0,-1.0,17.0,178.83,5.9994772292285665,4.33,34.655,28.0
1091,51.2,0.0,3.74,25.21,94.37,145.0,10.0,-44.31,-469.48,5.296281174399547,3.35,38.79,30.443137254901963
1092,51.2,0.0,3.7,25.28,93.46,145.0,10.0,-43.97,-470.47,3.3027637084729817,3.31,39.29,30.443137254901963
1093,49.07,0.0,3.77,25.23,95.05,145.0,10.0,-43.04,-452.8,3.749427099121749,3.57,39.27,31.5
1094,49.07,0.0,3.82,25.16,96.19,145.0,10.0,-43.55,-452.77,4.203848463746235,3.57,37.13,32.0
1095,49.07,0.0,3.87,25.13,97.25,145.0,10.0,-40.81,-419.63,5.927176273204661,4.16,38.58,33.8
1098,49.49,0.0,3.85,24.89,95.89,145.0,10.0,-45.11,-470.44,2.6711728427150834,3.31,39.33,30.443137254901963
1099,51.2,0.0,3.76,25.21,94.8,145.0,10.0,-44.6,-470.46,2.5998830720736876,3.31,39.79,30.443137254901963
1100,51.2,0.0,3.72,25.26,93.89,145.0,10.0,-43.76,-466.07,3.516403148447403,3.37,39.92,30.443137254901963
1104,56.66,90.0,6.36,25.13,159.77,145.0,10.0,-23.03,-144.17,3.562768543016519,3.0,13.8,30.443137254901963
1105,56.66,90.0,6.3,25.03,157.74,145.0,10.0,-24.68,-156.47,2.7573960287930244,2.59,14.2,30.4
1106,56.66,90.0,6.39,24.85,158.72,145.0,10.0,-25.01,-157.59,2.754348335711019,2.59,14.6,28.8
1144,53.09,0.0,3.73,25.44,94.89,145.0,-1.0,17.0,179.15,6.16370241453279,4.33,35.735,26.5
1145,53.09,0.0,3.65,25.44,92.78,145.0,0.1,45.0,485.0,3.723044991643445,2.16,35.58,26.8
1146,53.09,0.0,3.74,25.39,94.97,145.0,0.1,55.0,579.12,3.083860800866573,1.5,36.84,26.3
1148,53.09,0.0,3.75,25.51,95.75,145.0,0.1,25.0,261.1,5.518799427546235,5.0,35.6,25.0
1149,53.09,0.0,3.72,25.48,94.8,145.0,0.1,20.0,210.97,5.268170629834625,5.0,36.36,23.0
1150,53.54,0.0,3.79,25.56,96.79,145.0,10.0,-20.0,-206.64,5.395925428467096,5.0,35.22,23.3
1151,53.09,0.0,3.7,25.53,94.47,145.0,10.0,-40.0,-423.4,0.0,2.73,36.7,22.9
1152,53.09,0.0,3.77,25.22,95.07,145.0,10.0,-30.0,-315.57,5.787825185380205,3.57,35.94,26.0
1153,53.09,0.0,3.75,25.49,95.5,145.0,10.0,-35.0,-366.48,5.654339251455213,3.57,35.62,27.6
1154,53.54,0.0,3.76,25.46,95.66,145.0,10.0,-40.0,-418.16,0.6020599913279624,2.73,34.21,21.5
1156,52.55,0.0,3.73,24.71,92.18,145.0,-1.0,20.0,216.97,4.320914453045575,5.0,36.519999999999996,27.59130434782608
1157,50.81,0.0,3.85,24.55,94.52,145.0,-1.0,17.01,179.97,5.834315773598671,4.32,38.099999999999994,32.10476190476191
1158,50.81,0.0,3.75,24.71,92.66,145.0,-1.0,16.68,180.01,5.829535977866126,4.32,38.0,32.10476190476191
1159,50.81,0.0,3.77,24.71,93.16,145.0,-1.0,16.77,180.02,5.81868898208072,4.32,37.224999999999994,32.10476190476191
1160,50.81,0.0,3.8,24.59,93.44,145.0,-1.0,28.03,299.97,3.8294967497201826,1.52,37.769999999999996,32.10476190476191
1161,50.81,0.0,3.88,24.59,95.41,145.0,-1.0,24.81,260.04,4.407645797062556,2.0,37.275000000000006,33.2
1162,50.81,0.0,3.95,24.67,97.45,145.0,-1.0,20.49,210.27,5.130497804316687,3.13,36.36,32.10476190476191
1163,50.81,0.0,3.86,24.77,95.61,145.0,-1.0,24.86,260.01,4.608579514826188,2.0,38.05,32.10476190476191
1164,50.81,0.0,3.82,24.68,94.28,145.0,-1.0,19.8,210.02,5.332404118994238,3.13,37.615,31.9
1165,50.81,0.0,3.86,24.84,95.88,145.0,-1.0,20.14,210.05,5.2252265510880465,3.13,37.485,32.10476190476191
1166,50.81,0.0,3.85,24.62,94.79,145.0,-1.0,24.64,259.95,4.487308099109349,2.0,37.275,33.1
1168,52.97,0.0,3.72,24.85,92.44,280.0,0.1,20.01,216.45,6.293473048156108,8.3,40.0,23.0
1169,52.97,0.0,3.73,24.86,92.73,280.0,0.1,21.99,237.12,5.7135913347584735,6.8,39.6,23.0
1171,53.62,0.0,3.7,24.83,91.87,280.0,0.1,25.28,275.22,5.186560828852073,5.0,39.75,23.0
1173,53.62,0.0,3.72,24.65,91.7,280.0,0.1,28.8,314.05,4.991934549718948,3.8,40.13,23.0
1174,53.62,0.0,3.7,24.77,91.65,280.0,0.1,32.17,350.97,4.668199484198662,2.92,41.2,23.0
1175,53.62,0.0,3.78,24.84,93.9,280.0,0.1,35.14,374.25,4.280578370368076,2.7,40.0,23.0
1176,53.62,0.0,3.6,24.76,89.14,280.0,0.1,35.09,393.69,4.284656282788515,2.42,40.22,23.0
1177,53.62,0.0,3.59,24.66,88.53,280.0,0.1,36.46,411.87,4.129045059887958,2.14,41.27,23.0
1178,53.62,0.0,3.71,24.91,92.42,280.0,0.1,42.85,463.69,3.57978359661681,1.84,39.0,23.0
1188,53.4,0.0,3.62,25.36,91.8,145.0,-1.0,32.33,352.17,3.2880255353883627,2.0,41.955,30.5
1189,53.4,0.0,3.63,25.38,92.13,145.0,-1.0,32.33,350.92,3.34966598409663,2.0,45.93,31.7
1190,53.4,0.0,3.67,25.48,93.51,145.0,-1.0,32.33,345.73,3.2234959409623944,2.0,49.91,29.2
1191,53.4,0.0,3.67,25.37,93.11,145.0,-1.0,32.33,347.23,3.302114376956201,2.0,41.825,30.0
1193,53.31,0.0,3.78,25.3,95.63,145.0,1.0,-42.65,-445.97,0.0,0.0,38.56,44.15
1194,53.31,0.0,3.71,25.3,93.86,145.0,1.0,73.82,786.47,0.0,0.0,39.41,44.15
1195,53.31,0.0,3.75,25.3,94.8,145.0,1.0,77.59,818.47,0.0,0.0,39.36,44.15
1206,53.31,0.0,3.71,25.25,93.75,145.0,-1.0,25.15,268.26,4.803491256954348,1.0,38.67,34.2
1207,50.82,0.0,3.66,24.79,90.85,145.0,-1.0,20.0,220.15,5.637010139789675,2.25,39.739999999999995,44.15
1208,50.82,0.0,3.73,24.8,92.45,145.0,-1.0,17.0,183.89,6.176683522229599,4.32,39.605000000000004,44.15
1209,50.82,0.0,3.68,24.75,91.13,145.0,-1.0,20.0,219.47,5.680830272795469,2.25,40.265,44.15
1210,50.82,0.0,3.66,24.76,90.57,145.0,-1.0,28.0,309.15,4.618894929662588,0.9,40.345,44.15
1212,50.82,0.0,3.73,24.8,92.57,145.0,-1.0,17.0,183.65,6.026698697982396,3.0,39.245000000000005,44.15
1213,50.82,0.0,3.66,25.07,91.65,145.0,-1.0,20.0,218.22,5.626219199767275,2.25,38.8,44.15
1214,50.82,0.0,3.72,24.78,92.22,145.0,-1.0,17.0,184.35,6.116287217345921,3.0,38.775,44.15
1215,50.82,0.0,3.74,24.75,92.58,145.0,-1.0,25.0,270.04,4.793434145077811,1.2,39.260000000000005,44.15
1216,50.82,0.0,3.65,24.82,90.59,145.0,-1.0,25.0,275.96,4.884846321198446,1.2,39.95,44.15
1217,53.54,0.0,3.73,25.32,94.54,145.0,1.0,78.94,834.95,0.0,0.0,38.57,27.59130434782608
1218,53.54,0.0,3.74,25.4,94.98,145.0,1.0,79.74,839.48,0.0,0.0,39.1,27.59130434782608
1219,53.54,0.0,3.71,25.41,94.37,145.0,1.0,81.24,860.89,0.0,0.0,38.5,27.59130434782608
1220,53.54,0.0,3.76,25.41,95.55,145.0,1.0,80.3,840.4,0.0,0.0,39.22,27.59130434782608
1221,53.54,0.0,3.72,25.42,94.66,145.0,1.0,78.72,831.58,0.0,0.0,39.33,27.59130434782608
1222,53.54,0.0,3.73,25.72,95.85,145.0,1.0,79.14,825.71,0.0,0.0,36.4,27.59130434782608
1229,56.66,90.0,6.2,25.03,155.08,145.0,1.0,9.14,58.92,0.0,0.0,14.71,27.59130434782608
1230,56.66,90.0,6.17,25.16,155.3,145.0,1.0,8.59,55.31,0.0,0.0,15.21,27.59130434782608
1231,56.66,90.0,6.21,25.14,156.18,145.0,1.0,8.96,57.37,0.0,0.0,14.93,27.59130434782608
1232,56.66,90.0,6.29,24.9,156.54,145.0,1.0,9.0,57.5,0.0,0.0,14.49,27.59130434782608
1233,56.66,90.0,6.16,25.16,155.09,145.0,1.0,8.72,56.23,0.0,0.0,15.08,27.59130434782608
1234,56.66,90.0,6.28,25.19,158.17,145.0,1.0,9.23,58.34,0.0,0.0,14.48,27.59130434782608
1265,53.19,0.0,3.66,24.98,91.43,280.0,0.1,18.48,202.13,6.166734043211645,7.0,23.81,60.0
1266,53.19,0.0,3.79,24.95,94.56,280.0,0.1,24.55,259.62,5.261365183658459,3.7,20.950000000000003,60.0
1267,53.19,0.0,3.69,24.96,92.1,280.0,0.1,44.54,483.59,3.563955464995813,3.0,21.75,60.0
1268,53.19,0.0,3.77,24.89,93.84,280.0,0.1,31.23,332.82,4.257846501591155,2.3,20.5,60.0
1269,53.19,0.0,3.76,24.96,93.85,280.0,0.1,34.63,368.99,4.100852826657301,1.9,20.5,60.0
1270,53.19,0.0,3.78,24.83,93.86,280.0,0.1,39.16,417.23,3.821579027912009,1.6,20.86,60.0
1295,56.66,90.0,6.36,24.97,158.76,145.0,10.0,-17.89,-112.71,5.549743630216195,3.56,13.74,35.6
1297,56.66,90.0,6.3,25.12,158.28,145.0,10.0,-17.8,-112.45,5.595489608153664,3.2,14.15,30.443137254901963
1299,56.66,90.0,6.33,25.08,158.76,145.0,10.0,-19.01,-119.74,4.892745556320075,2.45,14.54,30.443137254901963
1302,56.66,90.0,6.28,24.97,156.91,145.0,-1.0,2.35,15.0,5.653277170584984,3.5,15.07,24.2
1303,56.66,90.0,6.37,25.13,160.13,145.0,-1.0,5.12,32.0,4.189237580166831,1.8,14.58,26.7
1304,56.66,90.0,6.37,25.1,159.87,145.0,-1.0,3.2,20.02,5.327855279161386,3.0,14.280000000000001,28.9
1307,56.66,90.0,6.27,25.06,157.05,145.0,-1.0,5.5,34.99,3.8767949762007006,1.55,14.969999999999999,24.2
1308,56.66,90.0,6.34,25.01,158.51,145.0,-1.0,3.96,25.0,5.045932910099003,3.04,14.73,30.443137254901963
1309,56.66,90.0,6.26,25.12,157.31,145.0,-1.0,2.81,17.83,6.146134550046609,6.1,15.37,30.443137254901963
1310,56.66,90.0,6.32,25.08,158.45,145.0,0.1,5.7,36.0,4.315802469737045,1.53,14.45,23.0
1311,56.66,90.0,6.26,25.01,156.66,145.0,0.1,5.01,32.0,4.276875221131548,3.0,14.6,22.6
1312,56.66,90.0,6.34,25.11,159.14,145.0,0.1,4.3,26.99,5.080561554321455,4.5,14.5,30.443137254901963
1313,56.66,90.0,6.31,25.04,157.91,145.0,0.1,6.0,38.0,4.121723945637367,2.27,15.04,30.443137254901963
1314,54.75,90.0,6.36,25.03,159.09,145.0,0.1,3.82,24.0,5.59530438443742,5.69,14.87,30.443137254901963
1316,51.2,0.0,3.76,25.13,94.41,145.0,-1.0,25.0,264.79,4.970100365087651,2.0,38.295,30.443137254901963
1317,54.75,90.0,6.33,25.03,158.39,145.0,10.0,-21.67,-136.83,4.284836637642396,2.73,15.76,30.443137254901963
1319,56.66,90.0,6.33,25.09,158.82,145.0,-1.0,4.26,26.82,4.715510306677597,2.54,15.115,30.443137254901963
1320,56.66,90.0,6.35,25.19,159.96,145.0,-1.0,4.26,26.63,4.737232411440803,2.54,14.715,30.443137254901963
1322,56.66,90.0,6.32,25.02,158.03,145.0,-1.0,4.26,26.95,4.192037502713247,2.54,14.504999999999999,23.9
1323,56.66,90.0,6.35,25.1,159.48,145.0,-1.0,7.48,46.93,2.708420900134713,0.84,14.545,21.9
1324,56.66,90.0,6.49,24.95,161.93,145.0,10.0,-21.55,-133.09,4.371824907328892,2.73,15.23,22.4
1325,49.07,0.0,3.79,25.23,95.63,145.0,-1.0,32.55,340.37,3.6334684555795866,1.22,38.605000000000004,33.6
1326,50.65,0.0,3.84,25.17,96.73,145.0,-1.0,32.47,335.68,3.5089335260500327,1.22,38.47,30.443137254901963
1327,51.11,0.0,3.74,25.44,95.21,145.0,-1.0,32.81,344.64,3.762453482363547,1.22,38.900000000000006,30.443137254901963
1328,50.66,0.0,3.86,24.92,96.27,145.0,-1.0,32.15,333.91,3.579440597139797,1.22,38.349999999999994,30.443137254901963
1329,51.11,0.0,3.82,25.28,96.65,145.0,-1.0,32.61,337.43,3.682145076373832,1.22,37.485,30.443137254901963
1330,49.07,0.0,3.81,25.23,96.04,145.0,-1.0,16.9,175.97,6.2391219703552405,4.56,38.525,30.443137254901963
1369,51.11,0.0,3.82,25.3,96.56,145.0,-1.0,16.95,175.53,6.071128699937522,4.56,39.545,30.443137254901963
1370,55.05,90.0,6.39,25.12,160.62,145.0,-1.0,4.33,26.95,4.2484392081415105,2.54,15.315,30.443137254901963
1371,55.05,90.0,6.14,24.98,153.27,145.0,-1.0,4.13,26.95,4.315655525231531,2.54,14.795,30.443137254901963
1372,55.05,90.0,6.14,25.05,153.87,145.0,10.0,-23.6,-153.36,2.693726948923647,2.73,15.76,30.443137254901963
1373,55.05,90.0,6.09,25.18,153.45,145.0,-1.0,7.2,46.91,2.45484486000851,0.84,15.455,30.443137254901963
1374,55.05,90.0,6.0,25.04,150.3,145.0,10.0,-23.05,-153.35,2.8488047010518036,2.73,15.32,30.443137254901963
1375,55.05,90.0,6.17,25.11,154.87,145.0,10.0,-23.75,-153.35,2.690196080028514,2.73,15.48,30.443137254901963
1376,55.05,90.0,6.1,25.13,153.4,145.0,-1.0,4.13,26.95,3.9146604305892216,2.54,14.48,30.443137254901963
1377,55.05,90.0,6.09,24.98,152.21,145.0,10.0,-23.34,-153.34,2.439332693830263,2.73,16.13,30.443137254901963
1378,55.05,90.0,6.06,25.1,152.09,145.0,-1.0,7.14,46.92,0.7781512503836436,0.84,15.665000000000001,30.443137254901963
1379,55.05,90.0,6.11,25.14,153.67,145.0,-1.0,4.14,26.95,4.00650882777529,2.54,16.185000000000002,27.6
1380,55.05,90.0,5.98,25.03,149.74,145.0,10.0,-22.96,-153.36,2.6866362692622934,2.73,15.81,27.5
1381,55.05,90.0,6.12,25.07,153.49,145.0,10.0,-22.96,-149.61,2.2329961103921536,2.73,14.98,30.443137254901963
1382,55.05,90.0,6.07,25.12,152.54,145.0,-1.0,7.16,46.92,2.568201724066995,0.84,15.975,30.443137254901963
1383,55.05,90.0,6.09,25.08,152.82,145.0,-1.0,4.12,26.95,3.994449137014036,2.54,15.149999999999999,30.443137254901963
1384,55.05,90.0,6.18,25.1,155.12,145.0,10.0,-23.79,-153.35,2.1931245983544616,2.73,15.4,30.443137254901963
1385,55.05,90.0,6.01,25.12,151.03,145.0,10.0,-20.67,-136.84,4.397679353778606,2.73,15.5,30.443137254901963
1386,55.05,90.0,6.31,25.14,158.7,145.0,10.0,-21.72,-136.84,3.714078164981856,2.73,15.52,30.443137254901963
1387,55.05,90.0,6.04,25.13,151.81,145.0,10.0,-17.46,-115.01,6.3829077837185055,3.86,16.61,27.5
1388,55.05,90.0,6.09,25.1,152.94,145.0,-1.0,7.18,46.93,2.3710678622717363,0.84,14.835,30.443137254901963
1389,55.05,90.0,6.08,25.18,153.09,145.0,-1.0,7.18,46.93,2.290034611362518,0.84,14.51,30.443137254901963
1390,55.05,90.0,6.0,25.14,150.74,145.0,10.0,-17.19,-114.05,6.193868664274395,4.94,14.91,30.443137254901963
1391,55.05,90.0,6.17,24.99,154.11,145.0,-1.0,4.15,26.95,4.032659046039924,2.54,15.809999999999999,30.443137254901963
1392,55.05,90.0,6.07,25.06,152.03,145.0,10.0,-20.8,-136.84,4.510531605849078,2.73,16.05,30.443137254901963
1393,55.05,90.0,6.1,25.06,152.8,145.0,10.0,-20.91,-136.84,4.016615547557177,2.73,16.62,30.443137254901963
1394,55.05,90.0,6.17,25.02,154.39,145.0,10.0,-28.01,-181.42,0.0,0.02,15.15,30.443137254901963
1395,55.05,90.0,6.21,24.96,155.06,145.0,-1.0,7.28,46.92,2.5728716022004803,0.84,15.315000000000001,30.443137254901963
1396,55.05,90.0,6.06,25.13,152.37,145.0,0.1,4.57,30.0,3.8534548413680665,3.41,14.85,30.443137254901963
1397,55.05,90.0,6.27,24.97,156.46,145.0,-1.0,7.34,46.93,2.7363965022766426,0.84,14.760000000000002,30.443137254901963
1435,56.59,10.0,6.24,25.23,157.35,145.0,1.0,61.4,390.21,0.0,0.0,35.87,30.443137254901963
1436,56.59,10.0,6.22,25.21,156.72,145.0,1.0,59.94,382.43,0.0,0.0,34.08,30.443137254901963
1437,56.59,10.0,6.19,25.22,156.03,145.0,1.0,60.68,388.93,0.0,0.0,37.89,30.443137254901963
1438,56.59,10.0,6.24,25.15,156.96,145.0,1.0,65.34,416.32,0.0,0.0,35.98,30.443137254901963
1439,56.59,10.0,6.14,25.24,154.99,145.0,1.0,60.72,391.78,0.0,0.0,37.24,30.443137254901963
1447,56.59,10.0,6.17,25.23,155.65,145.0,1.0,-59.3,-380.96,0.0,0.0,35.43,30.443137254901963
1448,56.59,10.0,6.15,25.22,155.21,145.0,1.0,-57.77,-372.21,0.0,0.0,37.03,30.443137254901963
1449,56.59,10.0,6.18,25.21,155.73,145.0,1.0,-58.6,-376.26,0.0,0.0,36.19,30.443137254901963
1450,56.59,10.0,6.18,25.19,155.59,145.0,1.0,-59.64,-383.31,0.0,0.0,35.91,30.443137254901963
1451,56.59,10.0,6.13,24.98,153.02,145.0,1.0,-58.5,-382.27,0.0,0.0,36.75,30.443137254901963
