nr,Laminate,smax,Ncycles,smean
1665,1.0,430.31,2.546542663478131,0.0
1666,1.0,415.56,2.401400540781544,0.0
1764,2.0,-545.08,0.0,-0.0
1765,2.0,-618.29,0.0,-0.0
1766,2.0,-606.62,0.0,-0.0
1767,2.0,-557.66,0.0,-0.0
1768,2.0,-559.42,0.0,-0.0
1770,2.0,-474.0,4.893573138568593,-2607.0
1771,2.0,-474.0,4.269396182694991,-2607.0
1778,2.0,-485.1,1.9030899869919435,-2668.05
1779,2.0,-504.79,2.942008053022313,-2776.3450000000003
1830,1.0,705.32,0.0,0.0
1831,1.0,718.61,0.0,0.0
1832,1.0,664.2,0.0,0.0
1833,1.0,678.15,0.0,0.0
1834,1.0,730.11,0.0,0.0
1835,1.0,711.28,0.0,0.0
1836,1.0,700.81,0.0,0.0
1863,1.0,-625.11,0.0,-0.0
1864,1.0,-607.88,0.0,-0.0
1865,1.0,-650.28,0.0,-0.0
1866,1.0,-646.14,0.0,-0.0
1867,1.0,-606.51,0.0,-0.0
1868,1.0,-437.51,0.0,-0.0
1869,1.0,-576.4,0.0,-0.0
1929,2.0,-450.02,4.105782597814442,-2475.11
1930,2.0,-427.0,6.140764710008936,-2348.5
1945,1.0,427.9,4.330007700872759,235.345
1946,1.0,421.51,4.204119982655925,231.8305
1947,1.0,402.33,5.240299582002712,221.2815
1948,1.0,306.77,5.425044874551388,168.7235
1949,1.0,197.6,6.716712668497517,108.68
1950,1.0,-415.79,2.776701183988411,-2286.8450000000003
1951,1.0,-385.7,4.548082170520596,-2121.35
1952,1.0,-339.44,4.872907622279761,-1866.92
1955,1.0,-239.48,5.82911650328449,-1317.14
1974,1.0,-591.53,3.0,-0.0
1975,1.0,-606.57,3.397940008672037,-0.0
1976,1.0,343.11,3.345569756056392,0.0
1977,1.0,-559.21,4.0,-0.0
1978,1.0,592.87,4.0,0.0
1979,1.0,-540.99,4.3979400086720375,-0.0
1980,1.0,507.66,4.3979400086720375,0.0
1981,1.0,-598.77,4.0,-329.3235
1982,1.0,653.25,4.0,359.2875
1983,1.0,-534.9,2.6989700043360187,-294.195
1984,1.0,792.58,2.6989700043360187,435.919
1985,1.0,-587.61,2.3010299956639813,-323.18550000000005
1986,1.0,811.37,2.3010299956639813,446.2535
1987,1.0,-539.31,4.3979400086720375,-296.6205
1988,1.0,279.03,5.658029531652442,153.4665
1989,1.0,504.18,4.3979400086720375,277.29900000000004
1990,1.0,381.41,4.35479968526329,209.7755
1991,1.0,376.68,4.226548353841412,207.174
1992,1.0,609.95,5.301029995663981,335.4725
1993,1.0,381.32,4.176698846118572,209.726
1994,1.0,544.74,5.698970004336019,0.0
1995,1.0,383.92,5.903089986991944,0.0
1996,1.0,-565.09,5.301029995663981,-0.0
1997,1.0,582.55,5.301029995663981,0.0
1998,1.0,384.97,4.151400498035618,211.7335
1999,1.0,378.28,4.414622429922522,208.054
2019,1.0,210.17,5.193124598354461,0.0
2020,1.0,212.99,5.077367905284157,0.0
2021,1.0,181.1,5.934750874663579,0.0
2022,1.0,181.21,5.838849090737256,0.0
2023,1.0,181.37,5.905256048748451,0.0
2024,1.0,265.07,4.535914097995172,0.0
2025,1.0,159.97,6.138618118278388,0.0
2026,1.0,210.11,5.356981400993131,0.0
2187,1.0,594.13,5.698927441391174,0.0
2188,1.0,-581.44,5.698961318359521,-0.0
2189,1.0,-591.39,4.397905263723669,-0.0
2190,1.0,516.47,4.602016559708155,0.0
2191,1.0,-596.11,4.60219026013319,-0.0
2192,1.0,-577.88,5.69897695299214,-0.0
2193,1.0,-567.01,4.00026049854739,-0.0
2194,1.0,-559.19,5.301082107875139,-0.0
2195,1.0,711.46,3.3967222785037734,0.0
2196,1.0,920.38,3.0008677215312267,0.0
2197,1.0,-581.83,5.301027824186143,-0.0
2198,1.0,612.85,4.398078960675112,0.0
2199,1.0,652.06,5.698917017176944,0.0
2200,1.0,700.78,5.300988735728322,0.0
2201,1.0,783.79,3.397940008672037,0.0
2202,1.0,761.95,3.999956568380192,0.0
2203,1.0,749.13,3.999869692108268,0.0
2204,1.0,467.68,4.601886238782375,0.0
2205,1.0,670.75,3.602277084300193,0.0
2206,1.0,604.71,5.903037325593351,0.0
2207,1.0,873.28,3.0008677215312267,0.0
2208,1.0,596.17,4.398078960675112,0.0
2209,1.0,-688.71,0.0,-0.0
2210,1.0,-596.4,0.0,-0.0
2211,1.0,-528.96,0.0,-0.0
2212,1.0,-671.89,0.0,-0.0
2213,1.0,257.92,4.274827255438105,0.0
2214,1.0,178.04,6.140644092283868,0.0
2215,1.0,256.75,4.668665415454492,0.0
2216,1.0,417.21,2.656098202012832,0.0
2217,1.0,255.26,4.8477823530039865,0.0
2218,1.0,176.27,6.04980740997314,0.0
2224,1.0,-433.35,0.0,-0.0
2225,1.0,-550.3,0.0,-0.0
2226,1.0,-438.35,0.0,-0.0
2227,1.0,-373.39,0.0,-0.0
2243,1.0,436.1,2.3521825181113627,0.0
2244,1.0,184.05,5.992979650690281,0.0
2245,1.0,266.62,4.891258616904139,0.0
2246,1.0,431.07,2.4771212547196626,0.0
2247,1.0,429.53,1.505149978319906,0.0
2248,1.0,263.73,4.282191456275556,0.0
2249,1.0,428.48,2.359835482339888,0.0
2250,1.0,426.73,2.823474229170301,0.0
2251,1.0,260.5,4.833344763389635,0.0
2252,1.0,180.41,5.019386341792188,0.0
2253,1.0,179.15,5.928097172117339,0.0
2254,1.0,178.47,5.999621564673743,0.0
2279,1.0,137.84,7.29786122948452,0.0
2382,1.0,582.12,5.698972610095093,0.0
2384,1.0,595.91,4.601712416694041,0.0
2385,1.0,590.27,4.6020599913279625,0.0
2386,1.0,476.37,5.903090529859707,0.0
2387,1.0,554.7,4.602125130614923,0.0
2388,1.0,481.4,5.903089986991944,0.0
2390,1.0,597.59,4.39776625612645,0.0
2391,1.0,609.89,3.3988077302032647,0.0
2392,1.0,604.28,4.000086850211649,0.0
2393,1.0,555.72,2.9995654882259823,0.0
2395,1.0,349.53,3.563243701140398,0.0
2398,1.0,353.47,3.4838724542226736,0.0
2399,1.0,349.84,3.545801757159276,0.0
2400,1.0,342.26,3.380030247967831,0.0
2401,1.0,-621.83,0.0,-0.0
2402,1.0,-40.49,0.0,-0.0
2403,1.0,-38.92,0.0,-0.0
2404,1.0,-39.75,0.0,-0.0
2405,1.0,-39.61,0.0,-0.0
2406,1.0,-39.27,0.0,-0.0
2407,1.0,-39.35,0.0,-0.0
2408,1.0,-39.17,0.0,-0.0
2409,1.0,660.73,0.0,0.0
2410,1.0,801.55,0.0,0.0
2411,1.0,780.71,0.0,0.0
2412,1.0,726.18,0.0,0.0
2413,1.0,834.78,0.0,0.0
2414,1.0,-374.35,0.0,-0.0
2415,1.0,-325.84,0.0,-0.0
2416,1.0,-422.69,0.0,-0.0
2417,1.0,-452.02,0.0,-0.0
2418,1.0,-393.88,0.0,-0.0
2440,1.0,965.85,0.0,0.0
2441,1.0,1156.5,0.0,0.0
2442,1.0,1113.51,0.0,0.0
2573,1.0,1049.54,0.0,0.0
2574,1.0,1106.98,0.0,0.0
2575,1.0,882.94,0.0,0.0
2576,1.0,1043.05,0.0,0.0
2577,1.0,1065.26,0.0,0.0
2578,1.0,-584.57,0.0,-0.0
2579,1.0,635.67,3.6020599913279625,0.0
2594,1.0,-596.31,3.0,-0.0
2595,1.0,140.87,6.239521200565928,0.0
2597,1.0,-392.4,4.962170376600235,-2158.2
2598,1.0,-387.88,5.88349563358854,-2133.34
2599,1.0,-473.08,5.69320970751774,-2601.94
2600,1.0,-389.52,5.962799154954428,-2142.36
2617,1.0,-460.96,5.156030959765567,-2535.28
2618,1.0,424.32,2.4471580313422194,0.0
2619,1.0,257.46,4.951740535791213,0.0
2620,1.0,306.63,3.204933522354145,0.0
2706,1.0,-418.99,4.797848981363836,-2304.445
2707,1.0,-419.0,0.3010299956639812,-2304.5
2708,1.0,-440.34,2.9786369483844743,-2421.87
2709,1.0,-376.49,0.0,-2070.695
2710,1.0,-440.35,3.8140477209956,-2421.925
2711,1.0,-419.07,3.6058435390580894,-2304.885
2712,1.0,-440.34,5.554016448585713,-2421.87
2713,1.0,-419.05,4.969755945482622,-2304.775
2714,1.0,-421.91,4.199206479161658,-2320.505
2715,1.0,-440.28,5.036660827605983,-2421.54
2716,1.0,267.52,6.034125297971858,147.136
2717,1.0,270.04,6.184148933658721,148.52200000000002
2718,1.0,-440.27,3.663229634532868,-2421.485
2720,1.0,800.15,2.303196057420489,440.0825
2721,1.0,762.08,2.303196057420489,419.14400000000006
2722,1.0,356.78,7.042688343474213,0.0
2723,1.0,357.72,6.962626142308939,0.0
2724,1.0,446.66,6.161962129827658,0.0
2725,1.0,444.34,6.165271338817579,0.0
2726,1.0,443.18,6.176296776475162,0.0
2727,1.0,418.63,5.720240364143812,0.0
2728,1.0,361.36,6.463174989067412,0.0
2729,1.0,364.22,6.183733223546676,0.0
2730,1.0,354.53,6.040498698281761,0.0
2731,1.0,428.24,5.718934936784383,0.0
2732,1.0,425.99,5.7202569052927545,0.0
2733,1.0,389.46,6.110196310504653,0.0
2756,1.0,-506.25,6.711817179752216,-0.0
2757,1.0,795.64,5.301025652697447,4376.02
2758,1.0,-579.53,6.699129708478671,-0.0
2759,1.0,229.8,6.39409814734712,126.39
2760,1.0,-391.32,5.353352570551598,-2152.26
2761,1.0,508.33,6.723117628203055,0.0
2762,1.0,-597.16,5.903084015401762,-3284.38
2764,1.0,230.01,6.380744914937657,126.5055
2765,1.0,570.42,6.300983089326948,313.731
2766,1.0,-389.39,5.657129504486177,-2141.645
2767,1.0,227.21,6.580733205436984,124.96550000000002
2768,1.0,727.86,5.69896739856131,4003.23
2769,1.0,342.82,6.941714072673244,0.0
2770,1.0,874.47,5.301038681466761,4809.585
2771,1.0,470.06,5.70956928349098,0.0
2772,1.0,-546.62,5.301023481197894,-3006.41
2773,1.0,142.24,6.256539037674751,0.0
2774,1.0,466.83,6.034586348470829,0.0
2776,1.0,-521.7,6.698970786065383,-0.0
2777,1.0,572.78,6.385978034937552,315.029
2818,1.0,469.89,5.573030659551436,0.0
2823,1.0,512.43,5.903066643036167,0.0
2825,1.0,748.86,6.302963507178835,0.0
2826,1.0,647.18,6.327796074400413,0.0
2830,1.0,689.36,5.300997422356324,0.0
2834,1.0,-582.57,3.6021685513789974,-0.0
2835,1.0,-515.62,3.602385590105105,-0.0
2839,1.0,-553.99,3.3100557377508912,-0.0
2842,1.0,186.18,5.784948770260692,0.0
2843,1.0,-390.13,4.997521807234277,-2145.715
2844,1.0,-445.87,5.6377198246098335,-2452.285
2848,1.0,-483.23,2.7902851640332416,-2657.7650000000003
2849,1.0,-437.54,5.0799947857458445,-2406.4700000000003
2892,1.0,935.27,0.0,0.0
2893,1.0,897.62,0.0,0.0
2894,1.0,883.23,0.0,0.0
2895,1.0,920.44,0.0,0.0
2910,1.0,940.99,0.0,0.0
2911,1.0,920.42,0.0,0.0
2912,1.0,843.38,0.0,0.0
2913,1.0,-460.12,0.0,-0.0
2914,1.0,-425.33,0.0,-0.0
2915,1.0,933.16,0.0,0.0
2916,1.0,919.9,0.0,0.0
2947,1.0,613.33,5.301029995663981,0.0
2948,1.0,633.55,2.903089986991944,348.4525
2949,1.0,378.33,4.307880955988253,208.0815
2950,1.0,634.49,4.0,0.0
2977,1.0,734.03,2.903089986991944,403.7165
2978,1.0,339.5,3.4265112613645754,0.0
2979,1.0,318.55,2.761175813155732,0.0
2980,1.0,252.64,4.48665713133888,0.0
2981,1.0,528.97,4.6020599913279625,0.0
2982,1.0,375.36,4.460431740513778,206.44800000000004
2983,1.0,505.22,5.903089986991944,277.87100000000004
2984,1.0,-619.35,2.903089986991944,-340.64250000000004
2985,1.0,277.02,5.762692064900431,152.361
2986,1.0,-562.37,5.698970004336019,-309.30350000000004
2987,1.0,277.04,5.697374955250711,152.372
2988,1.0,-602.83,5.301029995663981,-331.5565
2989,1.0,175.83,5.679516926940339,0.0
2990,1.0,332.49,2.832508912706236,0.0
2991,1.0,724.49,3.0,0.0
3015,1.0,349.75,6.74647017899506,0.0
3016,1.0,376.13,6.503627962324396,0.0
3017,1.0,374.66,6.521091512280718,0.0
3024,1.0,365.03,6.679790807857726,0.0
3045,1.0,232.98,6.556636296659391,128.139
3051,1.0,290.27,5.609154556764665,159.6485
3052,1.0,289.46,5.041112277305815,159.203
3053,1.0,289.46,5.749266219519278,159.203
3054,1.0,298.9,5.424927349433793,164.395
3055,1.0,-358.21,6.415434457462931,-1970.155
3056,1.0,289.46,5.665297622277418,159.203
3064,1.0,286.83,5.556151677886138,157.75650000000002
3065,1.0,-583.62,6.30101501224589,-320.99100000000004
3066,1.0,-558.88,5.698955238072606,-3073.84
3067,1.0,233.98,6.347968982665645,128.689
3068,1.0,620.06,6.698962881848111,341.033
3069,1.0,233.31,6.270570773028736,128.3205
3070,1.0,231.42,6.226847524214765,127.281
3071,1.0,-554.66,5.698970004336019,-305.063
3072,1.0,-498.28,6.306378056866777,-0.0
3077,1.0,218.58,6.171679365974973,120.21900000000002
3078,1.0,229.98,6.047751745147548,126.489
3080,1.0,-561.11,5.889345409945054,-0.0
3156,1.0,381.0,6.601712525354577,0.0
3157,1.0,294.3437155,5.301029995663981,161.889043525
3158,1.0,694.1,5.300986564044174,381.75500000000005
3184,1.0,707.72,5.544009720889472,389.246
3187,1.0,761.46,5.698964792770966,0.0
3188,1.0,711.5,5.6989682671546165,391.3250000000001
3201,1.0,229.89,6.463868661843904,126.4395
3202,1.0,-473.12,3.903089986991944,-2602.16
3203,1.0,524.45,5.903019951359962,0.0
3204,1.0,-473.12,4.427680816331463,-2602.16
3328,1.0,279.29,5.79726823348484,153.60950000000005
3329,1.0,656.3624815,4.000043427276863,360.999364825
3330,1.0,640.6917387,5.301029995663981,352.38045628500004
3331,1.0,564.2269563,5.698970872924114,310.324825965
3332,1.0,383.35,4.188084373714938,210.84250000000003
3333,1.0,596.7469371,3.397940008672037,0.0
3334,1.0,564.805058,3.6020599913279625,0.0
3335,1.0,341.27,3.24551266781415,0.0
3336,1.0,180.09,5.843533004201485,0.0
3337,1.0,255.95,4.3887936723235015,0.0
3338,1.0,537.7574371,5.903089986991944,0.0
3339,1.0,554.333019,5.698970004336019,0.0
3350,1.0,534.8154362,4.3979400086720375,0.0
3351,1.0,277.81,5.759229552645151,152.7955
3352,1.0,735.4648095,3.0,0.0
3353,1.0,381.34,4.319584873110106,209.737
3354,1.0,722.9292719,2.6989700043360187,397.61109954500006
3355,1.0,802.4821203,2.3010299956639813,441.36516616500006
3422,1.0,326.12,6.360030207426812,0.0
3423,1.0,329.47,6.310677172004016,0.0
3424,1.0,333.77,6.501496213843095,0.0
3425,1.0,355.52,7.0593345484030925,0.0
3426,1.0,379.23,6.902006319977842,0.0
3427,1.0,371.15,6.607743491945309,0.0
3428,1.0,378.9,6.791611290064078,0.0
3508,1.0,613.9974817,5.698897036733609,337.698614935
3509,1.0,520.1392074,6.698923011130699,286.07656407
3510,1.0,287.8320619,5.698871842690425,158.307634045
3511,1.0,-571.1167816,5.698891824292861,-314.11422988
3546,1.0,394.7483493,4.550032570573743,217.111592115
3547,1.0,755.0103411,4.000086850211649,415.2556876050001
3548,1.0,553.504942,5.902991173756879,0.0
3549,1.0,390.9285579,4.58692470814482,215.010706845
3550,1.0,566.627432,4.39776625612645,311.6450876
3551,1.0,754.8915823,3.9998262474544126,415.190370265
3552,1.0,282.8474153,5.439597927268876,155.56607841500002
3588,1.0,283.1096767,5.202787915033841,155.71032218500002
3589,1.0,258.5114908,6.004461959239178,142.18131994
3590,1.0,282.4380049,5.745646184525931,155.340902695
3591,1.0,315.7094976,5.010041168971806,173.64022368000002
3592,1.0,317.4966689,5.108842288381394,174.623167895
3593,1.0,330.0330033,4.855900585780354,181.51815181500004
3594,1.0,399.3217001,4.358924215388512,219.626935055
3595,1.0,379.3604651,4.367486376167786,208.648255805
3596,1.0,372.4448078,4.306596566797276,204.84464429
3605,1.0,557.8231293,3.6020599913279625,0.0
3606,1.0,579.5105414,4.3979400086720375,318.73079777
3608,1.0,341.3093018,3.4466924663715277,0.0
3609,1.0,382.3621718,4.397853141088609,210.29919449
3610,1.0,465.4101295,4.6020599913279625,0.0
3611,1.0,579.4173932,3.397940008672037,0.0
3612,1.0,409.2339979,5.698970004336019,225.078698845
3613,1.0,453.4480949,5.903089986991944,249.396452195
3614,1.0,380.3285506,4.246449338267045,209.18070283000003
3623,1.0,382.5154878,5.903001490475367,210.38351829
3626,1.0,716.4832873,3.999217565530104,0.0
3627,1.0,708.2277666,4.000130268805227,389.52527163
3728,1.0,994.3689896,0.0,0.0
3729,1.0,961.4694698,0.0,0.0
3730,1.0,952.5248073,0.0,0.0
3731,1.0,961.8513682,0.0,0.0
3732,1.0,1016.132543,0.0,0.0
3743,1.0,213.3333333,5.992222921767967,0.0
3744,1.0,213.3333333,5.555095658310568,0.0
3745,1.0,258.687664,5.151188984260521,0.0
3746,1.0,258.687664,4.905477460877743,0.0
3747,1.0,258.6529533,4.951619184484154,0.0
3748,1.0,482.7044025,3.8661691476337703,265.48742137500005
3749,1.0,482.715075,3.630427875025024,265.49329125
3750,1.0,381.3228121,4.541279627182781,209.72754665500003
3751,1.0,381.3260009,4.673297439759636,209.729300495
3752,1.0,381.3799943,4.594171479114912,209.75899686500003
3768,3.0,210.6048571,5.395754359792703,115.832671405
3769,3.0,217.5726149,5.172486169686935,119.664938195
3770,3.0,217.6836524,5.209182464317315,119.72600882
3771,3.0,230.1147546,5.239414608223811,126.56311503
3772,3.0,230.1147546,5.080330604196845,126.56311503
3773,3.0,243.0251774,4.940939616249092,133.66384757
3774,3.0,272.3343793,4.191199419701518,149.78390861500003
3775,3.0,296.373573,4.011781830548107,163.00546515000002
3776,3.0,361.4806246,3.216429830876251,198.81434353
3777,3.0,204.4631382,5.579148834440838,112.45472601000002
3778,3.0,210.1262859,5.071053112910271,115.569457245
3779,3.0,231.1365226,4.546061218173806,127.12508743
3780,3.0,178.5799324,6.167309062393546,98.21896282
3781,3.0,237.5257419,4.181786440174192,130.63915804500002
3782,3.0,240.0254427,3.8294324336175984,132.013993485
3783,3.0,297.4676578,3.09795107099415,163.60721179
3784,3.0,356.3664873,2.60959440922522,196.00156801500003
3796,3.0,-529.5093481,0.0,-0.0
3797,3.0,-485.374857,0.0,-0.0
3798,3.0,889.8406527,0.0,0.0
3799,3.0,-509.3899796,0.0,-0.0
3800,3.0,892.7920917,0.0,0.0
3801,3.0,882.2681561,0.0,0.0
3802,3.0,928.2146328,0.0,0.0
3803,3.0,-516.9855518,0.0,-0.0
3804,3.0,-504.0727374,0.0,-0.0
3805,3.0,947.4880257,0.0,0.0
3931,3.0,-642.7241984,0.0,-0.0
3932,3.0,-571.3439897,0.0,-0.0
3933,3.0,-655.1099179,0.0,-0.0
3934,3.0,-618.7390424,0.0,-0.0
3935,3.0,-572.0174042,0.0,-0.0
